ifa,age,dupl_age,workclass,dupl_workclass,fnlwgt,logfnl,empty,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
27891a,33,33,Self-emp-not-inc,Self-emp-not-inc,109959,,,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,<=50K
27938a,21,21,State-gov,State-gov,478457,,,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,12,United-States,<=50K
28042a,48,48,Private,Private,70668,,,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,50,United-States,<=50K
28672a,48,48,Private,Private,148995,,,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28846a,31,31,Private,Private,272856,,,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,50,England,<=50K
28919a,55,55,?,?,200235,,,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,>50K
29889a,25,25,Private,Private,141876,,,Masters,14,Never-married,Prof-specialty,Unmarried,White,Male,0,0,45,?,<=50K
30488a,61,61,Private,Private,142922,,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
30615a,24,24,Private,Private,234640,,,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
31377a,57,57,Private,Private,116878,,,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Italy,<=50K
32212a,18,18,Private,Private,180039,,,12th,8,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
32322a,54,54,State-gov,State-gov,138852,,,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
470a,30,30,Private,Private,118551,5.073905222,,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,16,United-States,>50K
495a,33,33,Private,Private,178107,5.250680989,,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
531a,44,44,Private,Private,109339,5.038775098,,11th,7,Divorced,Machine-op-inspct,Unmarried,Other,Female,0,0,46,Puerto-Rico,<=50K
1140a,41,41,Private,Private,328447,5.516465299,,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Mexico,<=50K
1488a,25,25,Private,Private,174592,5.24202434,,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
2405a,54,54,Private,Private,183611,5.263898696,,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3137,0,50,United-States,<=50K
3160a,58,58,Private,Private,235624,5.372219524,,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Germany,>50K
3680a,18,18,Private,Private,107277,5.03050662,,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
5857a,35,35,Private,Private,37314,4.571871807,,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States,<=50K
6057a,42,42,Private,Private,108502,5.035437744,,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,42,United-States,<=50K
6624a,38,38,Private,Private,190776,5.280523739,,Assoc-acdm,12,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
7276a,42,42,State-gov,State-gov,104663,5.019793179,,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,Italy,>50K
7720a,69,69,Private,Private,541737,5.733788498,,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,2050,0,24,United-States,<=50K
7852a,36,36,Local-gov,Local-gov,61778,4.790833844,,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
7968a,28,28,Self-emp-not-inc,Self-emp-not-inc,214689,5.331809793,,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
8491a,38,38,Self-emp-inc,Self-emp-inc,275223,5.439684724,,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,>50K
8765a,53,53,?,?,29231,4.465843673,,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,35,United-States,<=50K
9267a,53,53,Local-gov,Local-gov,20676,4.315466523,,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,,Male,0,0,48,United-States,<=50K
9311a,43,43,Private,Private,352005,5.546548832,,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,United-States,>50K
9873a,63,63,?,?,68954,4.838559465,,HS-grad,9,Widowed,?,Not-in-family,Black,Female,0,0,11,United-States,<=50K
9903a,32,32,Private,Private,211743,5.325809062,,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
10132a,17,17,Private,Private,209650,5.321494867,,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
10144a,35,35,?,?,164866,5.217131101,,10th,6,Divorced,?,Not-in-family,White,Male,0,0,,United-States,<=50K
10580a,36,36,Private,Private,136629,5.13554289,,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
10613a,57,57,Federal-gov,Federal-gov,199114,5.299101797,,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,2258,40,United-States,<=50K
11689a,67,67,?,?,74335,4.871193346,,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,10,Germany,<=50K
12521a,22,22,Private,Private,243923,,,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,80,United-States,<=50K
12726a,39,39,Private,Private,191342,,,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
12830a,29,29,Private,Private,138332,,,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,6,United-States,<=50K
13500a,50,50,Private,Private,238959,,,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,*,>50K
14462a,22,22,Private,Private,351952,,,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Female,0,0,20,United-States,<=50K
15091a,49,49,Private,Private,314773,,,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
15378a,39,39,Private,Private,147548,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
16134a,25,25,Local-gov,Local-gov,198813,,,Bachelors,13,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States,<=50K
16944a,36,36,Private,Private,200360,,,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
17434a,41,41,Private,Private,115411,,,Some-college,10,Divorced,Sales,Own-child,White,Male,2174,0,45,United-States,<=50K
17554a,30,30,Private,Private,203488,,,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,<=50K
18168a,46,46,Local-gov,Local-gov,141944,,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
18529a,53,53,Private,Private,281425,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
18800a,23,23,Private,Private,115326,,,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
18853a,47,47,Private,Private,150768,,,Bachelors,13,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,1564,51,United-States,>50K
18894a,53,53,Local-gov,Local-gov,197054,,,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
18950a,43,43,Private,Private,156771,,,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
19900a,70,70,Private,Private,315868,,,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
20126a,62,62,Private,Private,252668,,,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,<=50K
20683a,68,68,Private,Private,154897,,,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
20857a,23,23,Local-gov,Local-gov,212803,,,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
21241a,46,46,Private,Private,203067,,,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
21378a,57,57,Private,Private,173580,,,Some-college,10,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
21698a,26,26,Private,Private,58371,,,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
21776a,61,61,Self-emp-not-inc,Self-emp-not-inc,390472,,,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
21946a,34,34,Private,Private,190385,,,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
21977a,34,34,Self-emp-not-inc,Self-emp-not-inc,192259,,,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
22736a,43,43,Local-gov,Local-gov,216070,,,Masters,14,Married-civ-spouse,Exec-managerial,Wife,,Female,0,0,50,United-States,>50K
23180a,31,31,Private,Private,511289,,,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,2907,0,,United-States,<=50K
23430a,36,36,Private,Private,215392,,,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
24740a,17,17,Private,Private,165918,,,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,Peru,<=50K
24898a,35,35,Self-emp-not-inc,Self-emp-not-inc,60269,,,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
25081a,35,35,Private,Private,80479,,,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
25341a,26,26,Private,Private,359543,,,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Mexico,<=50K
25445a,56,56,Self-emp-inc,Self-emp-inc,119891,,,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,40,United-States,<=50K
25492a,68,68,State-gov,State-gov,202699,,,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2377,42,?,>50K
26019a,23,23,Private,Private,161478,,,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,23,United-States,<=50K
26220a,42,42,State-gov,State-gov,219682,,,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
26245a,19,19,?,?,195282,,,HS-grad,9,Never-married,?,Own-child,Black,Female,0,0,20,United-States,<=50K
27786a,62,62,Private,Private,84756,,,,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50K
27807a,32,32,Self-emp-not-inc,Self-emp-not-inc,48014,,,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
27846a,36,36,Private,Private,133569,,,1st-4th,2,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Mexico,<=50K
27972a,67,67,?,?,102693,,,HS-grad,9,Widowed,?,Not-in-family,White,Male,1086,0,35,United-States,<=50K
28179a,41,41,Self-emp-inc,Self-emp-inc,151089,,,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
29775a,39,39,Private,Private,177154,,,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K
29931a,28,28,Self-emp-not-inc,Self-emp-not-inc,31717,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31172a,28,28,Private,Private,87239,,,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
31284a,61,61,Self-emp-not-inc,Self-emp-not-inc,171840,,,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,Female,0,0,16,United-States,<=50K
31827a,36,36,Self-emp-inc,Self-emp-inc,251730,,,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,>50K
32414a,45,45,Private,Private,199590,,,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,?,<=50K
487a,63,63,?,?,401531,5.60371908,,1st-4th,2,Married-civ-spouse,?,Husband,White,Male,0,0,35,United-States,<=50K
738a,43,43,State-gov,State-gov,260960,5.416573944,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
781a,43,43,State-gov,State-gov,146908,5.167045446,,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,?,<=50K
1227a,36,36,Private,Private,354078,5.549098943,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
1405a,42,42,?,?,51795,4.714287837,,HS-grad,9,Divorced,?,Unmarried,Black,Female,0,0,32,United-States,<=50K
1520a,17,17,Local-gov,Local-gov,32124,4.506829617,,,5,Never-married,Other-service,Own-child,Black,Male,0,0,9,United-States,<=50K
1556a,44,44,Private,Private,139338,5.144069573,,12th,8,Divorced,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,<=50K
1924a,21,21,?,?,124242,5.094268434,,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
2552a,41,41,Private,Private,306495,5.486423394,,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
2896a,45,45,Private,Private,348854,5.542643707,,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,27,United-States,<=50K
3287a,29,29,Private,Private,457402,5.660298059,,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,0,0,25,Mexico,<=50K
4322a,32,32,Private,Private,80058,4.903404736,,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
4605a,26,26,Private,Private,171114,5.233285544,,Assoc-voc,11,Separated,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
4994a,23,23,Private,Private,74568,4.872552495,,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
5612a,47,47,Private,Private,176319,5.246299114,,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Female,0,0,38,United-States,>50K
6112a,39,39,Private,Private,91711,4.962421429,,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
6816a,45,45,Private,Private,205644,5.313116043,,HS-grad,9,Separated,Tech-support,Not-in-family,White,Female,0,0,26,United-States,<=50K
7058a,20,20,Self-emp-not-inc,Self-emp-not-inc,112137,5.049748933,,Some-college,10,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,20,South,<=50K
7344a,52,52,Private,Private,181677,5.25929995,,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,>50K
7894a,37,37,Self-emp-not-inc,Self-emp-not-inc,80324,4.904845327,,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
8175a,63,63,Self-emp-inc,Self-emp-inc,137940,5.139690222,,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
9078a,20,20,Private,Private,266400,5.42553422,,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,48,United-States,<=50K
9190a,25,25,Private,Private,321205,5.506782297,,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,4101,0,35,United-States,<=50K
9273a,29,29,Private,Private,147340,5.168320666,,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
10227a,27,27,Private,Private,252506,5.402271702,,Some-college,10,Divorced,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
10726a,48,48,Private,Private,112906,5.052717022,,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,>50K
11092a,49,49,Private,Private,102583,5.011075396,,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,44,United-States,>50K
12267a,39,39,Private,Private,99270,,,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,Germany,>50K
12845a,19,19,Private,Private,349620,,,10th,6,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
12953a,35,35,Private,Private,99146,,,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
13643a,34,34,Private,Private,206609,,,Some-college,10,Never-married,Sales,Unmarried,White,Male,0,0,35,United-States,<=50K
13700a,24,24,Private,Private,333505,,,HS-grad,9,,Transport-moving,Own-child,White,Male,0,0,40,Peru,<=50K
13955a,41,41,Self-emp-not-inc,Self-emp-not-inc,151990,,,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,15,United-States,>50K
15764a,26,26,Private,Private,248990,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
16176a,40,40,Private,Private,168071,,,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,3325,0,40,United-States,<=50K
16330a,20,20,Private,Private,243878,,,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
16813a,46,46,Without-pay,Without-pay,142210,,,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,25,United-States,<=50K
17524a,51,51,Private,Private,122288,,,Some-college,10,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,36,United-States,<=50K
18638a,48,48,State-gov,State-gov,118330,,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40,United-States,>50K
19483a,46,46,Self-emp-not-inc,Self-emp-not-inc,231347,,,Some-college,10,Separated,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K
19602a,29,29,Private,Private,197932,,,Some-college,10,Separated,Priv-house-serv,Not-in-family,White,Female,0,0,30,Guatemala,<=50K
19866a,58,58,Private,Private,196643,,,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K
20484a,79,79,Local-gov,Local-gov,146244,,,Doctorate,16,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
20535a,48,48,Self-emp-not-inc,Self-emp-not-inc,324173,,,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
20736a,37,37,State-gov,State-gov,76767,,,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,39,United-States,>50K
20779a,31,31,Private,Private,113364,,,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,20,United-States,<=50K
21077a,45,45,Federal-gov,Federal-gov,235891,,,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Columbia,<=50K
21372a,30,30,Private,Private,207668,,,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,60,Hungary,<=50K
21661a,34,34,State-gov,State-gov,156292,,,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
21755a,49,49,Self-emp-inc,Self-emp-inc,191277,,,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
21913a,44,44,Private,Private,245317,,,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,>50K
22130a,49,49,Local-gov,Local-gov,329144,,,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,44,United-States,>50K
24188a,38,38,Private,Private,160035,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
24465a,39,39,Private,Private,175390,,,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
