ifa,age
29175a,41.0
24147a,52.0
23226a,50.0
7910a,31.0
823a,29.0
6525a,49.0
11119a,36.0
31021a,56.0
13980a,33.0
3315a,47.0
1776a,31.0
12943a,24.0
29021a,23.0
4777a,31.0
28252a,41.0
15005a,36.0
31347a,64.0
20976a,63.0
23622a,54.0
15370a,40.0
3323a,37.0
19892a,26.0
7253a,26.0
1953a,30.0
13021a,34.0
2013a,31.0
5147a,28.0
11656a,46.0
29065a,25.0
30963a,35.0
28534a,36.0
10820a,44.0
27521a,34.0
26806a,37.0
20499a,28.0
6740a,39.0
26142a,28.0
14252a,69.0
8219a,65.0
9125a,33.0
23762a,47.0
13888a,28.0
14229a,57.0
27414a,55.0
22654a,39.0
24300a,39.0
13805a,51.0
21386a,44.0
6902a,39.0
10467a,50.0
3379a,38.0
30601a,64.0
5946a,20.0
15970a,19.0
10791a,40.0
10853a,34.0
15019a,52.0
21224a,46.0
3300a,19.0
21073a,56.0
31196a,36.0
16804a,39.0
7933a,29.0
23159a,19.0
11658a,50.0
1681a,37.0
24208a,39.0
28970a,60.0
9307a,52.0
3892a,43.0
4489a,25.0
24487a,29.0
5279a,34.0
31536a,51.0
9767a,34.0
32064a,30.0
3408a,52.0
23859a,41.0
31338a,44.0
3166a,27.0
24293a,29.0
9786a,45.0
2999a,38.0
17752a,22.0
3478a,46.0
9862a,48.0
6806a,35.0
28615a,19.0
20630a,46.0
450a,17.0
15379a,67.0
26402a,37.0
24255a,66.0
735a,45.0
13469a,30.0
18876a,37.0
3000a,72.0
2355a,22.0
18742a,31.0
21779a,39.0
853a,46.0
31219a,31.0
27138a,39.0
14663a,55.0
19416a,25.0
15070a,23.0
27126a,72.0
4827a,20.0
24617a,41.0
15161a,53.0
17493a,26.0
27608a,60.0
15537a,21.0
32092a,34.0
14748a,49.0
5763a,42.0
24272a,66.0
2838a,69.0
31055a,50.0
14068a,20.0
22329a,54.0
19677a,56.0
22990a,52.0
17714a,21.0
17751a,24.0
1226a,29.0
13078a,57.0
30438a,28.0
17531a,38.0
9304a,51.0
15322a,24.0
14963a,35.0
27942a,19.0
29806a,62.0
32184a,44.0
2955a,26.0
8153a,48.0
5405a,29.0
1168a,22.0
25693a,39.0
24962a,55.0
11897a,38.0
31773a,17.0
10150a,42.0
30676a,44.0
30937a,54.0
29186a,48.0
25826a,54.0
17578a,43.0
9808a,59.0
11135a,32.0
11916a,39.0
4355a,53.0
26985a,42.0
2198a,25.0
14030a,25.0
7640a,19.0
22342a,29.0
12247a,50.0
28675a,24.0
31302a,36.0
8851a,33.0
13727a,46.0
7363a,34.0
20931a,18.0
11241a,45.0
26464a,39.0
18611a,52.0
12111a,48.0
22872a,40.0
10075a,35.0
22173a,23.0
10948a,72.0
27306a,34.0
17119a,28.0
26731a,31.0
31931a,24.0
8135a,18.0
31422a,42.0
19631a,22.0
2712a,19.0
3066a,72.0
15658a,28.0
24531a,60.0
16808a,23.0
31276a,21.0
8758a,22.0
7205a,33.0
12441a,31.0
15711a,30.0
28905a,27.0
828a,39.0
14387a,58.0
3520a,55.0
14612a,71.0
587a,29.0
30265a,34.0
4968a,44.0
12088a,42.0
17725a,54.0
19329a,48.0
579a,58.0
18371a,30.0
12903a,25.0
15258a,53.0
27123a,38.0
14723a,31.0
20954a,80.0
30708a,27.0
12071a,49.0
28767a,36.0
28489a,30.0
15496a,36.0
18021a,45.0
9895a,50.0
21584a,19.0
17419a,35.0
15855a,22.0
26354a,49.0
16828a,23.0
12900a,41.0
6269a,21.0
28415a,26.0
26820a,18.0
1421a,19.0
8538a,32.0
3156a,33.0
5962a,24.0
13067a,47.0
23922a,29.0
22025a,41.0
7009a,49.0
29650a,33.0
20182a,60.0
28513a,26.0
21962a,31.0
14968a,19.0
27541a,34.0
22597a,51.0
5512a,48.0
27084a,38.0
10073a,18.0
4351a,22.0
15433a,36.0
23616a,48.0
30004a,20.0
24079a,28.0
9249a,38.0
11553a,61.0
2592a,33.0
10223a,18.0
24589a,52.0
14704a,38.0
8092a,59.0
2050a,24.0
765a,51.0
11037a,24.0
18149a,36.0
16947a,62.0
24726a,19.0
16062a,30.0
21846a,34.0
30697a,35.0
23299a,21.0
11027a,28.0
5871a,51.0
23764a,40.0
15669a,62.0
23776a,31.0
10971a,21.0
14897a,17.0
29970a,48.0
16370a,33.0
11937a,40.0
23258a,60.0
11462a,53.0
4592a,25.0
27872a,40.0
11133a,37.0
23047a,39.0
2502a,31.0
29423a,27.0
28719a,42.0
9377a,42.0
31139a,29.0
10100a,50.0
13044a,17.0
7060a,45.0
1573a,24.0
18570a,73.0
27926a,68.0
8013a,48.0
25370a,41.0
32426a,23.0
8154a,42.0
5219a,24.0
31202a,21.0
25161a,38.0
12474a,25.0
4662a,45.0
25397a,34.0
19015a,25.0
11438a,17.0
27873a,36.0
22801a,32.0
10887a,33.0
824a,30.0
2426a,34.0
20101a,65.0
10773a,43.0
4231a,26.0
23546a,50.0
15568a,61.0
463a,32.0
6284a,18.0
14146a,51.0
26977a,19.0
28820a,53.0
11666a,29.0
17667a,59.0
17492a,19.0
30228a,52.0
7825a,51.0
31252a,22.0
2503a,60.0
11200a,38.0
29912a,50.0
9794a,45.0
25403a,19.0
9084a,67.0
15911a,32.0
12625a,63.0
3537a,49.0
8242a,20.0
27032a,22.0
9960a,40.0
867a,21.0
1804a,38.0
1747a,32.0
238a,41.0
19480a,59.0
1934a,25.0
20783a,30.0
11794a,54.0
4634a,47.0
27215a,30.0
25323a,27.0
6605a,41.0
16511a,33.0
28283a,26.0
24600a,26.0
11307a,48.0
23177a,18.0
15367a,31.0
8980a,34.0
26060a,60.0
25691a,34.0
2787a,30.0
29880a,49.0
1116a,60.0
8534a,34.0
2061a,47.0
23808a,25.0
19839a,24.0
2920a,40.0
14548a,39.0
9904a,37.0
28507a,40.0
8385a,22.0
7318a,67.0
16906a,62.0
31657a,51.0
27516a,59.0
11061a,58.0
7451a,47.0
3717a,44.0
5457a,55.0
2614a,19.0
3352a,30.0
2455a,48.0
740a,42.0
25728a,18.0
7263a,31.0
20939a,21.0
12611a,42.0
6908a,48.0
16852a,32.0
6235a,22.0
2401a,32.0
25521a,48.0
10813a,37.0
26184a,21.0
2314a,31.0
12025a,67.0
15095a,36.0
8335a,61.0
26280a,25.0
9554a,38.0
28850a,67.0
25172a,28.0
11182a,47.0
848a,37.0
6675a,36.0
8025a,22.0
31663a,54.0
10960a,20.0
1032a,20.0
4331a,51.0
1738a,21.0
16070a,44.0
7914a,29.0
20662a,58.0
27339a,36.0
18675a,33.0
1094a,34.0
6813a,40.0
22568a,47.0
9784a,39.0
23020a,70.0
5166a,22.0
5252a,36.0
6419a,20.0
7539a,27.0
28685a,20.0
23594a,33.0
31789a,52.0
24473a,40.0
10658a,41.0
4963a,31.0
16144a,40.0
21407a,37.0
255a,58.0
7996a,38.0
94a,30.0
12318a,53.0
2128a,35.0
12404a,22.0
16774a,44.0
30269a,60.0
12566a,42.0
23307a,29.0
7868a,29.0
3998a,37.0
22327a,47.0
1325a,39.0
4521a,35.0
9317a,47.0
19656a,32.0
1231a,46.0
30043a,67.0
15589a,60.0
9791a,51.0
24904a,61.0
26212a,46.0
11132a,22.0
8933a,22.0
6178a,40.0
12891a,38.0
12972a,17.0
20983a,52.0
22477a,57.0
1538a,43.0
13242a,41.0
23208a,50.0
25614a,41.0
30888a,35.0
3499a,20.0
22699a,22.0
20318a,41.0
13451a,30.0
31835a,44.0
31020a,41.0
8390a,24.0
15811a,39.0
14411a,31.0
8641a,19.0
8544a,62.0
9640a,46.0
6285a,41.0
9903a,32.0
6794a,23.0
23789a,21.0
7032a,44.0
20796a,47.0
5585a,33.0
5909a,27.0
6584a,41.0
6886a,33.0
15698a,28.0
15451a,31.0
7196a,27.0
32262a,30.0
11207a,54.0
30889a,43.0
18446a,36.0
16219a,19.0
2892a,""
12192a,27.0
6871a,30.0
5486a,35.0
494a,34.0
10129a,17.0
21241a,46.0
1931a,43.0
19191a,17.0
30144a,54.0
15522a,54.0
14588a,33.0
26171a,47.0
5957a,51.0
19323a,39.0
27730a,34.0
12409a,55.0
30774a,38.0
6739a,36.0
9822a,17.0
14391a,45.0
5622a,36.0
26714a,55.0
20454a,37.0
30084a,51.0
27701a,44.0
1540a,35.0
3638a,32.0
14803a,48.0
1737a,26.0
20956a,40.0
26950a,26.0
2213a,42.0
7965a,23.0
20404a,37.0
31704a,30.0
28766a,72.0
25960a,56.0
17677a,63.0
29466a,18.0
3858a,51.0
25040a,33.0
17246a,52.0
1794a,45.0
17430a,46.0
884a,38.0
19287a,32.0
18776a,21.0
28699a,48.0
6075a,55.0
21747a,67.0
7220a,47.0
31161a,34.0
4567a,31.0
28936a,48.0
23438a,18.0
15543a,17.0
26766a,50.0
29077a,19.0
2766a,34.0
18875a,44.0
3423a,40.0
6629a,49.0
20770a,30.0
13713a,18.0
5723a,27.0
23558a,47.0
5734a,34.0
3630a,32.0
11285a,35.0
23925a,18.0
2526a,43.0
32024a,53.0
3366a,51.0
20839a,20.0
31071a,44.0
20599a,41.0
30535a,33.0
4456a,48.0
19021a,29.0
10317a,40.0
3861a,43.0
14132a,38.0
22932a,26.0
5741a,31.0
10002a,23.0
11544a,65.0
1238a,41.0
15443a,26.0
3310a,39.0
3425a,37.0
160a,42.0
22504a,59.0
10944a,26.0
29524a,50.0
7998a,35.0
25961a,27.0
24728a,34.0
4029a,26.0
20587a,67.0
11579a,41.0
972a,28.0
10493a,26.0
4259a,27.0
4157a,20.0
18392a,39.0
2759a,40.0
7481a,45.0
31450a,39.0
12687a,63.0
14687a,30.0
1500a,19.0
6317a,23.0
19493a,76.0
24257a,31.0
18752a,35.0
29463a,42.0
12155a,37.0
25709a,43.0
29641a,35.0
31822a,36.0
23894a,43.0
4308a,54.0
18702a,34.0
12971a,48.0
28646a,56.0
16139a,57.0
15599a,63.0
20405a,27.0
32513a,20.0
25819a,45.0
14076a,18.0
3590a,31.0
18111a,26.0
31879a,61.0
26951a,31.0
10683a,27.0
1194a,28.0
31827a,36.0
25015a,22.0
13393a,57.0
3395a,18.0
7600a,43.0
13224a,28.0
18670a,45.0
351a,33.0
11789a,31.0
25378a,40.0
3126a,55.0
20351a,27.0
7969a,58.0
31702a,36.0
7441a,39.0
1960a,32.0
6976a,47.0
20493a,68.0
7524a,29.0
6858a,45.0
9429a,32.0
5953a,27.0
3942a,28.0
2831a,63.0
1381a,25.0
21603a,45.0
24015a,30.0
10942a,53.0
13144a,28.0
21964a,34.0
8986a,28.0
25228a,23.0
5883a,36.0
25441a,46.0
27539a,27.0
18180a,26.0
8847a,23.0
18988a,48.0
26912a,25.0
29298a,18.0
12240a,26.0
25884a,30.0
18612a,31.0
23550a,54.0
10933a,18.0
23104a,48.0
8742a,41.0
32471a,50.0
4438a,56.0
23693a,31.0
25755a,20.0
7447a,33.0
14804a,58.0
4728a,29.0
14438a,43.0
18547a,21.0
10439a,24.0
14439a,44.0
3911a,48.0
27791a,23.0
6395a,34.0
29109a,24.0
23699a,23.0
28023a,30.0
7654a,47.0
4254a,44.0
16842a,42.0
9497a,17.0
8266a,24.0
9842a,21.0
15878a,37.0
30506a,23.0
6021a,57.0
22747a,39.0
7442a,36.0
19830a,55.0
5551a,29.0
18249a,45.0
11558a,23.0
4347a,54.0
21875a,51.0
14297a,37.0
24085a,60.0
23896a,28.0
20191a,36.0
11829a,23.0
21660a,38.0
25277a,34.0
22107a,24.0
18955a,50.0
31924a,55.0
1437a,28.0
29971a,20.0
10391a,64.0
1700a,54.0
32517a,30.0
1692a,17.0
30285a,66.0
21358a,41.0
11417a,38.0
18413a,43.0
13699a,37.0
11784a,27.0
13459a,48.0
23744a,19.0
13929a,81.0
17409a,32.0
6967a,27.0
11177a,31.0
12644a,45.0
8775a,36.0
24757a,54.0
24815a,37.0
28123a,26.0
20394a,55.0
14520a,39.0
7619a,35.0
7840a,33.0
2113a,45.0
22104a,52.0
29329a,60.0
24125a,41.0
16482a,26.0
15365a,22.0
21114a,61.0
2315a,40.0
4167a,18.0
7152a,19.0
30763a,38.0
26872a,53.0
21639a,45.0
20646a,44.0
5639a,25.0
29426a,62.0
17902a,57.0
24503a,45.0
7097a,46.0
18576a,53.0
3052a,48.0
31978a,39.0
12138a,69.0
16378a,54.0
15964a,38.0
14044a,22.0
14848a,51.0
21709a,42.0
23565a,33.0
8826a,47.0
30267a,59.0
3422a,30.0
22170a,48.0
21581a,17.0
5288a,33.0
5404a,32.0
310a,41.0
2266a,43.0
839a,24.0
9750a,51.0
15560a,47.0
8939a,30.0
24436a,52.0
21153a,44.0
19891a,31.0
19129a,42.0
32445a,51.0
1930a,57.0
17913a,37.0
2190a,74.0
29150a,27.0
17432a,21.0
7366a,28.0
21044a,29.0
7661a,64.0
29208a,25.0
31018a,48.0
9865a,34.0
23765a,48.0
7680a,37.0
3381a,28.0
32127a,23.0
16243a,48.0
21234a,47.0
28609a,40.0
27102a,35.0
28198a,40.0
1085a,31.0
28347a,45.0
12512a,22.0
14088a,31.0
7312a,64.0
22299a,17.0
27590a,30.0
9806a,30.0
3900a,20.0
8134a,31.0
29041a,34.0
6780a,39.0
18298a,43.0
6493a,50.0
12498a,28.0
16908a,21.0
7033a,27.0
1973a,26.0
5833a,78.0
24571a,34.0
21260a,28.0
17539a,38.0
13114a,46.0
7801a,47.0
15197a,35.0
6323a,43.0
25703a,59.0
1812a,35.0
28530a,19.0
23333a,20.0
5378a,63.0
11619a,52.0
18013a,42.0
1939a,50.0
25493a,58.0
3460a,21.0
3709a,36.0
5137a,25.0
12038a,23.0
30434a,29.0
13984a,44.0
965a,28.0
32081a,21.0
21412a,63.0
11494a,37.0
31799a,31.0
1906a,44.0
12924a,35.0
5608a,39.0
9190a,25.0
22974a,20.0
14551a,46.0
28093a,17.0
20576a,38.0
29271a,47.0
9254a,45.0
25073a,53.0
15984a,26.0
1818a,48.0
14662a,47.0
29551a,30.0
10565a,38.0
22914a,41.0
22359a,45.0
20083a,59.0
24681a,43.0
1785a,31.0
12771a,41.0
27446a,59.0
2973a,35.0
19844a,40.0
19090a,58.0
27154a,33.0
19813a,49.0
18447a,29.0
13249a,68.0
26392a,29.0
10113a,18.0
8713a,40.0
4944a,41.0
26019a,23.0
19252a,45.0
4307a,30.0
19782a,51.0
3196a,30.0
21567a,44.0
4016a,28.0
19755a,32.0
1817a,46.0
29177a,55.0
32173a,36.0
8315a,54.0
6709a,46.0
8867a,57.0
633a,43.0
23296a,39.0
26925a,29.0
26756a,23.0
1879a,23.0
8098a,39.0
4800a,59.0
17116a,51.0
3976a,24.0
21537a,23.0
27565a,33.0
25218a,45.0
17260a,57.0
14145a,57.0
7714a,28.0
23681a,25.0
11763a,50.0
2208a,35.0
19441a,21.0
13494a,64.0
5456a,44.0
17648a,41.0
1862a,46.0
10180a,43.0
8022a,48.0
23229a,49.0
21327a,20.0
28146a,56.0
4794a,58.0
22626a,25.0
23712a,63.0
12764a,20.0
17971a,28.0
17568a,38.0
29238a,22.0
15657a,29.0
8727a,36.0
2527a,41.0
32104a,34.0
16829a,17.0
31712a,62.0
21827a,51.0
16530a,23.0
6399a,28.0
14430a,51.0
17391a,22.0
17783a,36.0
1868a,36.0
13432a,34.0
5647a,46.0
1752a,38.0
25528a,58.0
98a,37.0
27097a,35.0
10627a,30.0
18850a,41.0
5083a,40.0
15667a,38.0
26005a,56.0
13409a,26.0
3466a,25.0
22708a,17.0
7040a,21.0
15375a,25.0
30972a,41.0
4145a,52.0
13995a,19.0
4531a,63.0
29747a,57.0
31594a,37.0
30838a,40.0
24936a,22.0
28563a,31.0
17018a,36.0
17975a,46.0
26050a,21.0
5079a,39.0
12021a,22.0
28207a,32.0
14503a,27.0
5322a,24.0
3559a,24.0
285a,21.0
20292a,21.0
9589a,53.0
30540a,45.0
8460a,40.0
21750a,72.0
24447a,39.0
20139a,25.0
4367a,42.0
11660a,59.0
21472a,40.0
29001a,28.0
1432a,59.0
29977a,45.0
17171a,40.0
25945a,28.0
20227a,48.0
11034a,43.0
15965a,55.0
6963a,36.0
7272a,28.0
17769a,37.0
5382a,26.0
17301a,41.0
24002a,23.0
25625a,39.0
27333a,46.0
15221a,62.0
17967a,40.0
7268a,29.0
10233a,21.0
21647a,46.0
18055a,40.0
26746a,57.0
2655a,37.0
15703a,18.0
5874a,30.0
8492a,35.0
13599a,36.0
25943a,38.0
24593a,32.0
2395a,18.0
2738a,58.0
19517a,30.0
4847a,45.0
5991a,34.0
7978a,67.0
23053a,68.0
19805a,47.0
9798a,47.0
5794a,43.0
21352a,40.0
21446a,46.0
31377a,57.0
9413a,24.0
27506a,26.0
26754a,44.0
24518a,22.0
6407a,33.0
20465a,57.0
630a,49.0
20280a,21.0
18049a,24.0
10705a,24.0
14751a,44.0
24217a,21.0
31089a,23.0
9847a,43.0
21276a,23.0
8454a,35.0
3508a,25.0
25075a,38.0
16376a,41.0
11282a,18.0
2919a,33.0
22985a,56.0
1395a,43.0
25830a,31.0
4004a,23.0
17412a,37.0
7389a,59.0
30437a,51.0
5054a,57.0
2071a,45.0
2331a,53.0
27365a,32.0
8549a,26.0
29377a,35.0
22682a,47.0
20150a,29.0
25272a,36.0
14497a,36.0
22105a,30.0
6943a,44.0
22138a,28.0
19106a,40.0
31896a,38.0
17332a,39.0
5577a,45.0
11065a,26.0
21740a,59.0
29460a,29.0
1533a,48.0
27143a,34.0
30928a,17.0
2768a,41.0
31047a,50.0
9023a,45.0
5352a,30.0
16794a,50.0
17131a,59.0
2179a,37.0
30071a,22.0
17890a,49.0
22345a,26.0
13314a,29.0
1849a,34.0
29820a,52.0
29079a,60.0
8530a,70.0
26079a,19.0
18483a,29.0
13658a,20.0
19111a,41.0
8870a,33.0
24545a,26.0
30913a,55.0
11842a,49.0
10216a,29.0
25260a,52.0
7369a,36.0
32553a,43.0
15303a,24.0
18118a,41.0
8326a,50.0
24992a,28.0
21219a,29.0
4604a,48.0
10682a,57.0
11127a,39.0
12466a,49.0
7621a,25.0
23805a,48.0
19127a,60.0
4428a,27.0
12336a,63.0
18406a,46.0
23938a,49.0
28030a,32.0
24223a,58.0
3235a,34.0
26513a,66.0
8962a,59.0
9926a,69.0
3801a,54.0
3344a,41.0
14573a,26.0
22122a,54.0
9826a,38.0
18189a,32.0
15122a,54.0
26047a,36.0
8011a,41.0
17456a,25.0
7857a,28.0
2172a,33.0
2727a,30.0
17584a,49.0
29830a,50.0
16731a,42.0
20222a,49.0
8068a,50.0
27548a,50.0
25759a,58.0
1403a,50.0
23067a,47.0
28837a,19.0
12866a,59.0
22293a,22.0
26649a,31.0
9471a,20.0
2983a,43.0
28961a,36.0
13557a,32.0
22164a,21.0
17074a,43.0
30460a,42.0
26725a,59.0
1643a,48.0
26219a,38.0
6382a,40.0
25103a,51.0
13071a,35.0
19096a,40.0
31654a,25.0
8166a,42.0
3020a,49.0
14196a,32.0
12978a,44.0
12798a,51.0
14532a,46.0
8459a,39.0
14178a,19.0
10346a,28.0
24549a,37.0
2721a,40.0
1783a,29.0
844a,62.0
9623a,24.0
4614a,77.0
29227a,17.0
13088a,40.0
14855a,32.0
16424a,55.0
18168a,46.0
19862a,77.0
25220a,74.0
18024a,63.0
7885a,43.0
19601a,57.0
8256a,32.0
27361a,47.0
30406a,32.0
29331a,37.0
451a,19.0
15518a,49.0
27476a,67.0
31865a,17.0
1688a,37.0
31255a,36.0
19702a,23.0
6877a,43.0
17980a,22.0
17666a,57.0
29397a,22.0
31318a,23.0
10352a,44.0
21423a,51.0
19061a,58.0
2901a,47.0
17483a,39.0
15301a,54.0
18261a,42.0
18008a,43.0
13589a,34.0
17917a,44.0
6836a,39.0
4852a,75.0
6394a,37.0
10604a,20.0
2267a,23.0
4102a,57.0
30528a,40.0
17036a,51.0
11353a,53.0
16743a,33.0
14372a,49.0
5089a,25.0
247a,58.0
32252a,49.0
26175a,64.0
93a,""
20905a,20.0
24598a,46.0
3285a,27.0
9262a,39.0
13641a,46.0
4028a,57.0
26939a,35.0
31091a,32.0
8940a,40.0
20484a,79.0
7308a,32.0
24550a,48.0
30747a,30.0
27980a,54.0
30802a,34.0
28669a,31.0
24633a,24.0
7855a,25.0
27351a,17.0
6338a,46.0
16995a,17.0
29469a,43.0
16523a,28.0
12080a,26.0
30670a,41.0
26503a,52.0
14567a,39.0
27421a,61.0
30786a,24.0
28122a,27.0
17901a,52.0
30225a,51.0
10921a,43.0
28833a,45.0
31218a,46.0
30167a,21.0
18590a,37.0
12952a,19.0
24028a,""
6423a,44.0
18113a,46.0
1513a,37.0
15056a,52.0
8a,52.0
14882a,36.0
12224a,20.0
13483a,75.0
27531a,50.0
24946a,55.0
30207a,20.0
14659a,42.0
20331a,37.0
26312a,35.0
20172a,25.0
29983a,17.0
22880a,25.0
537a,57.0
18996a,46.0
4786a,25.0
29564a,33.0
23877a,54.0
30658a,43.0
10908a,25.0
24104a,58.0
17777a,21.0
26475a,30.0
30341a,57.0
26792a,20.0
15088a,62.0
5808a,17.0
31527a,21.0
2078a,25.0
26819a,25.0
29748a,41.0
27897a,26.0
5862a,66.0
9715a,30.0
20355a,21.0
9346a,49.0
22435a,45.0
21832a,34.0
1247a,54.0
14015a,20.0
10973a,37.0
19768a,18.0
11057a,49.0
7499a,74.0
5705a,30.0
6272a,20.0
16050a,39.0
17315a,76.0
29313a,63.0
4947a,24.0
23171a,17.0
22013a,28.0
20023a,21.0
7603a,61.0
23468a,42.0
29144a,43.0
30532a,56.0
20988a,52.0
27957a,37.0
13288a,34.0
14023a,57.0
7238a,21.0
17249a,65.0
25847a,75.0
13151a,48.0
2665a,40.0
21522a,37.0
7002a,45.0
18460a,44.0
44a,49.0
21886a,40.0
16473a,23.0
7324a,26.0
6421a,34.0
7179a,22.0
18780a,50.0
6401a,22.0
15092a,21.0
7446a,34.0
20092a,27.0
20250a,80.0
18552a,44.0
427a,36.0
25467a,33.0
8833a,36.0
18390a,17.0
14568a,60.0
11726a,29.0
15249a,39.0
2226a,23.0
30721a,52.0
21273a,19.0
5674a,35.0
16375a,32.0
6337a,42.0
12747a,50.0
23285a,20.0
19109a,41.0
27995a,42.0
3855a,60.0
16737a,45.0
2635a,66.0
28988a,57.0
15279a,44.0
10925a,20.0
21826a,35.0
14499a,60.0
6673a,26.0
16585a,26.0
14965a,23.0
1342a,57.0
8996a,20.0
7448a,33.0
24648a,20.0
16643a,18.0
10595a,45.0
20632a,39.0
26672a,41.0
29277a,35.0
14295a,39.0
31371a,43.0
4569a,18.0
28195a,27.0
2968a,75.0
3041a,50.0
11066a,27.0
24040a,26.0
16928a,18.0
31564a,36.0
28313a,31.0
30402a,37.0
13371a,38.0
31489a,48.0
147a,22.0
14276a,29.0
20179a,22.0
30730a,31.0
19232a,40.0
27488a,58.0
23735a,28.0
17887a,20.0
3149a,47.0
24422a,50.0
14404a,40.0
8322a,51.0
16676a,40.0
28266a,19.0
665a,20.0
15806a,49.0
27092a,37.0
9594a,24.0
9410a,22.0
13375a,33.0
30925a,39.0
631a,47.0
14464a,22.0
4497a,41.0
8271a,43.0
17793a,41.0
25032a,20.0
31222a,48.0
16963a,34.0
22075a,27.0
12457a,31.0
25957a,32.0
12010a,28.0
21002a,19.0
15788a,41.0
5314a,25.0
27997a,54.0
2351a,34.0
5122a,50.0
14540a,30.0
15727a,37.0
1234a,43.0
24759a,32.0
387a,29.0
30300a,42.0
24073a,42.0
5682a,60.0
27261a,68.0
11952a,48.0
22490a,37.0
28853a,18.0
25410a,19.0
23051a,49.0
8816a,34.0
20849a,50.0
3538a,81.0
11506a,28.0
14754a,56.0
4311a,21.0
16871a,53.0
1883a,44.0
5138a,49.0
17460a,24.0
19072a,62.0
3621a,52.0
32384a,28.0
9927a,73.0
1044a,44.0
5891a,26.0
8496a,47.0
13068a,48.0
25663a,61.0
9059a,27.0
7284a,37.0
10988a,25.0
31530a,23.0
249a,40.0
24389a,37.0
26653a,31.0
17348a,48.0
5399a,35.0
28295a,65.0
25222a,39.0
21776a,61.0
18377a,31.0
15678a,48.0
18299a,33.0
8438a,43.0
519a,21.0
22384a,19.0
32368a,""
3419a,46.0
13279a,64.0
6465a,25.0
26260a,18.0
19751a,23.0
5317a,32.0
12116a,25.0
6938a,33.0
21563a,44.0
11180a,20.0
7979a,37.0
16318a,17.0
7478a,26.0
66a,36.0
20059a,38.0
15854a,53.0
28357a,41.0
9913a,31.0
22835a,22.0
14261a,21.0
14498a,24.0
13560a,25.0
19196a,62.0
16183a,56.0
25838a,73.0
5465a,47.0
32190a,19.0
31735a,71.0
10877a,59.0
10285a,63.0
8807a,""
3993a,52.0
30640a,47.0
18433a,37.0
17737a,33.0
17996a,26.0
30941a,35.0
13545a,31.0
8690a,34.0
12175a,52.0
5355a,49.0
8748a,40.0
23639a,47.0
5123a,34.0
10687a,23.0
23143a,65.0
2842a,45.0
12027a,56.0
22554a,29.0
24105a,61.0
15487a,52.0
22176a,35.0
31837a,80.0
16783a,45.0
7197a,35.0
11416a,19.0
5869a,33.0
19904a,18.0
11647a,23.0
7075a,50.0
2086a,37.0
21009a,23.0
1535a,50.0
1775a,49.0
18206a,35.0
27855a,23.0
24895a,62.0
702a,31.0
479a,27.0
30829a,61.0
29574a,64.0
23643a,50.0
6238a,55.0
9332a,34.0
25221a,29.0
25696a,26.0
1680a,32.0
12322a,45.0
274a,27.0
29591a,36.0
510a,39.0
31383a,26.0
11859a,35.0
3738a,18.0
24347a,34.0
32039a,52.0
18578a,42.0
26235a,27.0
20665a,77.0
7902a,18.0
10415a,34.0
2454a,24.0
2496a,50.0
31434a,25.0
28872a,26.0
24145a,41.0
425a,33.0
7710a,37.0
19213a,""
22501a,45.0
14643a,62.0
23352a,24.0
19067a,53.0
8647a,32.0
29949a,37.0
25156a,44.0
23578a,52.0
4372a,29.0
22825a,35.0
1772a,50.0
13822a,30.0
16848a,32.0
21043a,27.0
28017a,19.0
16911a,29.0
15587a,47.0
8396a,21.0
10854a,28.0
11222a,37.0
14119a,57.0
13036a,60.0
6750a,54.0
16395a,39.0
13413a,36.0
218a,38.0
20610a,31.0
25516a,20.0
28025a,31.0
30853a,54.0
26562a,34.0
7171a,24.0
25806a,19.0
6389a,41.0
5005a,36.0
25785a,36.0
22195a,55.0
16893a,25.0
1016a,48.0
16813a,46.0
3125a,19.0
27862a,55.0
26771a,40.0
8163a,40.0
12895a,26.0
32256a,19.0
3570a,23.0
29a,39.0
8063a,48.0
8779a,33.0
5484a,22.0
1829a,19.0
27566a,40.0
31794a,59.0
27786a,62.0
24791a,50.0
29620a,44.0
20378a,47.0
19041a,42.0
22039a,27.0
31037a,22.0
8304a,47.0
5564a,30.0
26178a,62.0
8118a,35.0
223a,""
16902a,80.0
11169a,38.0
16780a,23.0
1750a,45.0
7462a,32.0
24195a,29.0
19571a,38.0
20673a,41.0
9251a,26.0
28267a,64.0
32110a,48.0
17941a,30.0
23860a,25.0
23014a,29.0
32063a,26.0
20795a,32.0
30505a,36.0
5335a,49.0
14039a,42.0
1593a,20.0
12364a,37.0
10246a,54.0
14136a,21.0
20344a,45.0
5684a,41.0
6018a,39.0
11907a,45.0
22655a,32.0
28354a,38.0
27180a,26.0
21138a,34.0
24857a,45.0
18994a,31.0
493a,35.0
21577a,35.0
22373a,31.0
16076a,44.0
17915a,33.0
15986a,39.0
15928a,54.0
26433a,36.0
23964a,29.0
30876a,31.0
25262a,50.0
6447a,42.0
3387a,38.0
414a,46.0
26664a,28.0
19563a,55.0
4686a,34.0
26037a,38.0
5445a,48.0
6777a,21.0
11564a,23.0
2911a,28.0
30929a,37.0
15257a,74.0
11258a,37.0
13706a,27.0
27279a,17.0
16767a,35.0
22795a,19.0
27227a,51.0
21806a,63.0
6679a,33.0
19174a,17.0
17861a,22.0
15959a,24.0
