ifa,age,workclass,fnlwgt,education,income,dt_1,dt_2
24772a,27,Private,287476,HS-grad,<=50K,5/16/20 19:05,5/26/20 19:05
24773a,36,Private,206253,Some-college,<=50K,5/16/20 19:59,5/23/20 19:59
24774a,20,?,189203,Assoc-acdm,<=50K,5/16/20 20:09,5/26/20 20:09
24775a,51,Private,21698,HS-grad,<=50K,5/16/20 20:13,5/19/20 20:13
24776a,45,Self-emp-not-inc,328051,Masters,<=50K,5/16/20 20:13,5/18/20 20:13
24777a,32,Private,356689,HS-grad,<=50K,5/16/20 20:21,5/25/20 20:21
24778a,59,Private,121865,HS-grad,<=50K,5/16/20 20:27,5/25/20 20:27
24779a,45,Self-emp-not-inc,420986,Bachelors,>50K,5/16/20 20:37,5/18/20 20:37
24780a,43,?,218558,HS-grad,<=50K,5/16/20 20:58,5/25/20 20:58
24781a,54,Private,288992,10th,>50K,5/16/20 21:27,5/23/20 21:27
24782a,20,?,189740,Some-college,<=50K,5/16/20 22:14,5/22/20 22:14
24783a,29,Local-gov,188909,Bachelors,<=50K,5/16/20 22:25,5/22/20 22:25
24784a,28,Private,213081,11th,<=50K,5/16/20 22:31,5/25/20 22:31
24785a,18,Self-emp-not-inc,157131,11th,<=50K,5/16/20 22:57,5/21/20 22:57
24786a,49,Private,98010,Bachelors,<=50K,5/16/20 22:58,5/18/20 22:58
24787a,46,Private,207677,HS-grad,<=50K,5/16/20 23:24,5/25/20 23:24
24788a,58,?,361870,HS-grad,<=50K,5/16/20 23:40,5/27/20 23:40
24789a,56,Private,266091,Bachelors,<=50K,5/17/20 0:01,5/28/20 0:01
24790a,41,Private,106627,Assoc-acdm,<=50K,5/17/20 0:07,5/25/20 0:07
24791a,50,Self-emp-inc,167793,Prof-school,>50K,5/17/20 0:10,5/21/20 0:10
24792a,74,Self-emp-not-inc,206682,Some-college,<=50K,5/17/20 0:26,5/21/20 0:26
24793a,30,Private,243165,HS-grad,<=50K,5/17/20 0:33,5/19/20 0:33
24794a,62,Private,201928,HS-grad,<=50K,5/17/20 1:17,5/24/20 1:17
24795a,19,Private,128346,HS-grad,<=50K,5/17/20 1:31,5/27/20 1:31
24796a,29,Private,197288,HS-grad,<=50K,5/17/20 1:32,5/19/20 1:32
24797a,20,?,169184,Some-college,<=50K,5/17/20 1:38,5/22/20 1:38
24798a,36,Private,245521,7th-8th,<=50K,5/17/20 1:41,5/28/20 1:41
24799a,36,Private,129591,HS-grad,<=50K,5/17/20 1:42,5/28/20 1:42
24800a,51,Local-gov,47415,Assoc-acdm,<=50K,5/17/20 1:45,5/20/20 1:45
24801a,37,Self-emp-not-inc,188563,Some-college,>50K,5/17/20 1:45,5/23/20 1:45
24802a,29,Self-emp-not-inc,184710,HS-grad,<=50K,5/17/20 2:13,5/20/20 2:13
24803a,17,Private,63734,10th,<=50K,5/17/20 2:16,5/19/20 2:16
24804a,18,Private,111256,HS-grad,<=50K,5/17/20 3:07,5/22/20 3:07
24805a,40,Self-emp-inc,111483,Bachelors,<=50K,5/17/20 3:32,5/21/20 3:32
24806a,26,Self-emp-inc,266639,Bachelors,<=50K,5/17/20 3:35,5/25/20 3:35
24807a,42,Self-emp-not-inc,93853,Some-college,<=50K,5/17/20 4:10,5/20/20 4:10
24808a,32,Private,184207,HS-grad,<=50K,5/17/20 4:25,5/26/20 4:25
24809a,33,Private,238002,,<=50K,5/17/20 4:52,5/20/20 4:52
24810a,28,?,30237,Some-college,<=50K,5/17/20 4:52,5/22/20 4:52
24811a,43,Private,196545,Bachelors,>50K,5/17/20 5:10,5/22/20 5:10
24812a,47,Private,144844,HS-grad,<=50K,5/17/20 5:20,5/23/20 5:20
24813a,37,Private,280500,Some-college,<=50K,5/17/20 5:43,5/24/20 5:43
24814a,73,?,135601,Bachelors,<=50K,5/17/20 6:13,5/25/20 6:13
24815a,37,Private,409189,HS-grad,<=50K,5/17/20 6:33,5/22/20 6:33
24816a,50,Private,23686,Some-college,>50K,5/17/20 6:37,5/28/20 6:37
24817a,19,Private,229756,HS-grad,<=50K,5/17/20 6:56,5/27/20 6:56
24818a,32,Local-gov,95530,Some-college,<=50K,5/17/20 7:16,5/19/20 7:16
24819a,44,Local-gov,73199,Assoc-voc,<=50K,5/17/20 8:10,5/29/20 8:10
24820a,20,Private,196745,Some-college,<=50K,5/17/20 8:24,5/27/20 8:24
24821a,29,Private,79481,Some-college,<=50K,5/17/20 8:24,5/27/20 8:24
24822a,21,?,116934,Some-college,<=50K,5/17/20 8:47,5/22/20 8:47
24823a,34,Private,100950,Assoc-voc,<=50K,5/17/20 8:54,5/23/20 8:54
24824a,44,Local-gov,56651,Bachelors,<=50K,5/17/20 9:02,5/25/20 9:02
24825a,18,Private,186954,11th,<=50K,5/17/20 9:03,5/29/20 9:03
24826a,22,Private,264874,Some-college,<=50K,5/17/20 9:17,5/19/20 9:17
24827a,39,State-gov,183092,Doctorate,>50K,5/17/20 9:27,5/24/20 9:27
24828a,26,Local-gov,273399,Some-college,<=50K,5/17/20 9:41,5/21/20 9:41
24829a,29,?,142443,Bachelors,<=50K,5/17/20 10:07,5/27/20 10:07
24830a,21,Private,177526,Some-college,<=50K,5/17/20 10:24,5/21/20 10:24
24831a,49,Local-gov,31267,Bachelors,<=50K,5/17/20 10:45,5/23/20 10:45
24832a,24,Private,321666,Assoc-acdm,<=50K,5/17/20 10:47,5/28/20 10:47
24833a,26,Private,331861,Bachelors,<=50K,5/17/20 11:04,5/28/20 11:04
24834a,25,Private,283515,Some-college,<=50K,5/17/20 11:09,5/24/20 11:09
24835a,30,Private,54608,Assoc-acdm,<=50K,5/17/20 11:29,5/21/20 11:29
24836a,52,Private,162238,Bachelors,>50K,5/17/20 11:56,5/26/20 11:56
24837a,30,Private,175931,HS-grad,<=50K,5/17/20 12:48,5/26/20 12:48
24838a,20,Private,236804,HS-grad,<=50K,5/17/20 14:22,5/19/20 14:22
24839a,31,Private,168782,HS-grad,<=50K,5/17/20 14:28,5/28/20 14:28
24840a,44,Private,227065,Bachelors,>50K,5/17/20 14:33,5/20/20 14:33
24841a,46,Self-emp-inc,285335,Some-college,>50K,5/17/20 15:18,5/22/20 15:18
24842a,31,Private,259705,HS-grad,<=50K,5/17/20 16:10,5/27/20 16:10
24843a,57,Private,24384,7th-8th,<=50K,5/17/20 17:59,5/21/20 17:59
24844a,58,Private,322013,HS-grad,<=50K,5/17/20 18:08,5/21/20 18:08
24845a,41,Private,49797,HS-grad,<=50K,5/17/20 18:33,5/21/20 18:33
24846a,23,Private,52566,HS-grad,<=50K,5/17/20 18:54,5/24/20 18:54
24847a,47,Private,266275,HS-grad,<=50K,5/17/20 19:24,5/23/20 19:24
24848a,72,Self-emp-not-inc,285408,Prof-school,>50K,5/17/20 20:01,5/25/20 20:01
24849a,26,Self-emp-not-inc,177858,Bachelors,<=50K,5/17/20 20:24,5/20/20 20:24
24850a,45,Federal-gov,183804,Some-college,<=50K,5/17/20 21:34,5/29/20 21:34
24851a,48,Private,107231,Prof-school,>50K,5/17/20 21:50,5/24/20 21:50
24852a,23,Private,173679,Some-college,<=50K,5/17/20 21:56,5/26/20 21:56
24853a,20,Local-gov,163965,HS-grad,<=50K,5/17/20 22:04,5/29/20 22:04
24854a,18,Private,173585,11th,<=50K,5/17/20 22:12,5/21/20 22:12
24855a,27,Private,172009,Bachelors,<=50K,5/17/20 22:24,5/22/20 22:24
24856a,25,Private,44363,HS-grad,<=50K,5/17/20 23:06,5/19/20 23:06
24857a,45,Private,246392,HS-grad,<=50K,5/17/20 23:43,5/22/20 23:43
24858a,53,Private,167033,Some-college,<=50K,5/17/20 23:45,5/26/20 23:45
24859a,54,Private,143822,Some-college,>50K,5/18/20 0:12,5/30/20 0:12
24860a,41,Private,37869,HS-grad,>50K,5/18/20 0:25,5/28/20 0:25
24861a,23,Private,447488,,<=50K,5/18/20 0:30,5/29/20 0:30
24862a,17,Private,239346,10th,<=50K,5/18/20 0:32,5/26/20 0:32
24863a,42,Private,245975,HS-grad,<=50K,5/18/20 1:14,5/27/20 1:14
24864a,61,Private,34632,12th,<=50K,5/18/20 1:17,5/28/20 1:17
24865a,57,Private,121362,Some-college,>50K,5/18/20 1:34,5/28/20 1:34
24866a,21,State-gov,24008,Some-college,<=50K,5/18/20 1:42,5/20/20 1:42
24867a,44,Private,165492,Some-college,>50K,5/18/20 2:32,5/28/20 2:32
24868a,48,Private,326048,Assoc-acdm,<=50K,5/18/20 2:32,5/30/20 2:32
24869a,46,Private,250821,Prof-school,<=50K,5/18/20 2:43,5/22/20 2:43
24870a,37,Self-emp-not-inc,154641,HS-grad,<=50K,5/18/20 2:46,5/20/20 2:46
24871a,35,Private,198202,HS-grad,<=50K,5/18/20 3:09,5/20/20 3:09
24872a,27,Local-gov,170504,Bachelors,<=50K,5/18/20 3:23,5/21/20 3:23
24873a,28,Private,191342,Some-college,<=50K,5/18/20 3:51,5/22/20 3:51
24874a,19,Private,238969,HS-grad,<=50K,5/18/20 3:54,5/29/20 3:54
24875a,63,Self-emp-not-inc,344128,Bachelors,>50K,5/18/20 4:04,5/23/20 4:04
24876a,69,?,148694,HS-grad,<=50K,5/18/20 4:11,5/23/20 4:11
24877a,69,?,180187,Assoc-acdm,<=50K,5/18/20 4:16,5/30/20 4:16
24878a,36,State-gov,168894,Assoc-voc,<=50K,5/18/20 4:32,5/28/20 4:32
24879a,20,Private,203263,12th,<=50K,5/18/20 4:38,5/25/20 4:38
24880a,28,State-gov,89564,Bachelors,<=50K,5/18/20 5:01,5/29/20 5:01
24881a,58,Private,97562,HS-grad,<=50K,5/18/20 5:43,5/30/20 5:43
24882a,48,Private,336540,HS-grad,<=50K,5/18/20 5:46,5/20/20 5:46
24883a,39,Private,139647,Some-college,<=50K,5/18/20 5:55,5/22/20 5:55
24884a,38,Private,160192,HS-grad,<=50K,5/18/20 6:13,5/25/20 6:13
24885a,50,Local-gov,320386,Assoc-acdm,<=50K,5/18/20 6:22,5/24/20 6:22
24886a,35,Private,32126,Bachelors,<=50K,5/18/20 6:33,5/23/20 6:33
24887a,45,Self-emp-not-inc,275445,Bachelors,<=50K,5/18/20 6:50,5/30/20 6:50
24888a,38,Self-emp-inc,54953,Some-college,<=50K,5/18/20 6:51,5/24/20 6:51
24889a,54,Private,103580,Assoc-acdm,>50K,5/18/20 7:14,5/29/20 7:14
24890a,42,Private,245565,Bachelors,<=50K,5/18/20 7:14,5/20/20 7:14
24891a,32,Private,39223,10th,<=50K,5/18/20 7:14,5/27/20 7:14
24892a,55,State-gov,117357,Doctorate,>50K,5/18/20 7:18,5/21/20 7:18
24893a,63,Private,207385,Some-college,<=50K,5/18/20 7:19,5/27/20 7:19
24894a,21,Private,355287,,<=50K,5/18/20 7:54,5/26/20 7:54
24895a,62,?,141218,Masters,>50K,5/18/20 8:04,5/22/20 8:04
24896a,46,Local-gov,207677,Bachelors,>50K,5/18/20 8:09,5/22/20 8:09
24897a,43,Private,102114,Some-college,<=50K,5/18/20 8:11,5/24/20 8:11
24898a,35,Self-emp-not-inc,60269,HS-grad,<=50K,5/18/20 8:27,5/24/20 8:27
24899a,37,Private,278632,,<=50K,5/18/20 8:36,5/30/20 8:36
24900a,51,Private,355551,HS-grad,<=50K,5/18/20 8:39,5/28/20 8:39
24901a,45,Private,246891,Bachelors,>50K,5/18/20 8:43,5/22/20 8:43
24902a,19,Private,124486,12th,<=50K,5/18/20 9:08,5/23/20 9:08
24903a,61,?,202106,HS-grad,>50K,5/18/20 9:21,5/26/20 9:21
24904a,61,Private,191417,,<=50K,5/18/20 9:48,5/28/20 9:48
24905a,21,Private,184543,HS-grad,<=50K,5/18/20 9:50,5/20/20 9:50
24906a,45,Private,122206,HS-grad,<=50K,5/18/20 9:51,5/30/20 9:51
24907a,38,Private,229015,Bachelors,>50K,5/18/20 9:53,5/28/20 9:53
24908a,28,Private,130067,Bachelors,>50K,5/18/20 10:03,5/21/20 10:03
24909a,40,Local-gov,306495,Bachelors,<=50K,5/18/20 10:06,5/20/20 10:06
24910a,32,Private,232855,HS-grad,<=50K,5/18/20 10:30,5/24/20 10:30
24911a,55,Local-gov,171328,Some-college,<=50K,5/18/20 10:47,5/20/20 10:47
24912a,64,Private,144182,HS-grad,<=50K,5/18/20 11:01,5/28/20 11:01
24913a,34,Private,102858,HS-grad,<=50K,5/18/20 11:03,5/22/20 11:03
24914a,19,?,199495,Some-college,<=50K,5/18/20 11:36,5/21/20 11:36
24915a,58,Private,209438,Some-college,<=50K,5/18/20 11:41,5/22/20 11:41
24916a,46,Private,74895,Assoc-acdm,<=50K,5/18/20 12:07,5/29/20 12:07
24917a,44,Private,184378,Assoc-voc,<=50K,5/18/20 12:20,5/30/20 12:20
24918a,31,Private,446512,Some-college,<=50K,5/18/20 12:55,5/25/20 12:55
24919a,31,Federal-gov,113688,HS-grad,<=50K,5/18/20 14:29,5/30/20 14:29
24920a,39,Private,333305,Some-college,>50K,5/18/20 16:37,5/21/20 16:37
24921a,19,Private,118535,12th,<=50K,5/18/20 16:41,5/28/20 16:41
24922a,56,Private,76142,HS-grad,<=50K,5/18/20 18:59,5/28/20 18:59
24923a,53,Local-gov,38795,,<=50K,5/18/20 20:26,5/30/20 20:26
24924a,68,Private,208478,Masters,<=50K,5/18/20 20:32,5/29/20 20:32
24925a,69,Private,203313,HS-grad,<=50K,5/18/20 20:59,5/20/20 20:59
24926a,62,Private,247483,Some-college,>50K,5/18/20 21:16,5/27/20 21:16
24927a,62,State-gov,198686,HS-grad,<=50K,5/18/20 22:08,5/28/20 22:08
24928a,39,Private,56118,HS-grad,<=50K,5/18/20 22:55,5/27/20 22:55
24929a,45,Federal-gov,359808,Assoc-acdm,<=50K,5/18/20 23:13,5/28/20 23:13
24930a,29,Private,231554,Some-college,<=50K,5/18/20 23:32,5/29/20 23:32
24931a,33,Private,34848,Some-college,<=50K,5/18/20 23:34,5/30/20 23:34
24932a,34,Private,199934,Some-college,>50K,5/18/20 23:38,5/22/20 23:38
24933a,29,Private,196243,HS-grad,<=50K,5/18/20 23:45,5/27/20 23:45
24934a,65,Self-emp-inc,66360,11th,>50K,5/19/20 0:06,5/22/20 0:06
24935a,18,Private,189487,Some-college,<=50K,5/19/20 0:24,5/27/20 0:24
24936a,22,Private,194848,HS-grad,<=50K,5/19/20 0:56,5/31/20 0:56
24937a,30,Private,167309,Bachelors,>50K,5/19/20 1:18,5/24/20 1:18
24938a,44,Private,192878,Bachelors,>50K,5/19/20 1:50,5/26/20 1:50
24939a,48,Private,70209,Some-college,<=50K,5/19/20 1:52,5/30/20 1:52
24940a,52,Federal-gov,123011,HS-grad,<=50K,5/19/20 1:56,5/27/20 1:56
24941a,53,Self-emp-not-inc,135339,Bachelors,>50K,5/19/20 2:06,5/25/20 2:06
24942a,48,Federal-gov,497486,HS-grad,<=50K,5/19/20 2:11,5/23/20 2:11
24943a,25,Private,178478,Bachelors,<=50K,5/19/20 2:12,5/26/20 2:12
24944a,41,Private,149909,Bachelors,>50K,5/19/20 2:16,5/22/20 2:16
24945a,37,Private,103323,HS-grad,<=50K,5/19/20 2:47,5/30/20 2:47
24946a,55,Private,239404,10th,<=50K,5/19/20 2:57,5/25/20 2:57
24947a,67,Private,165082,HS-grad,<=50K,5/19/20 3:19,5/23/20 3:19
24948a,36,Private,389725,Some-college,<=50K,5/19/20 3:34,5/22/20 3:34
24949a,47,Private,374580,HS-grad,<=50K,5/19/20 3:47,5/21/20 3:47
24950a,36,?,187983,HS-grad,<=50K,5/19/20 4:06,5/27/20 4:06
24951a,25,Private,259300,Bachelors,<=50K,5/19/20 4:37,5/31/20 4:37
24952a,19,Private,277695,,<=50K,5/19/20 4:51,5/30/20 4:51
24953a,24,Private,230248,7th-8th,<=50K,5/19/20 4:55,5/23/20 4:55
24954a,30,Self-emp-not-inc,196342,Some-college,<=50K,5/19/20 5:31,5/24/20 5:31
24955a,17,Private,160968,11th,<=50K,5/19/20 5:32,5/22/20 5:32
24956a,28,Private,115438,Bachelors,<=50K,5/19/20 6:09,5/25/20 6:09
24957a,34,Private,231043,Assoc-voc,<=50K,5/19/20 6:15,5/21/20 6:15
24958a,35,Private,129597,Some-college,<=50K,5/19/20 6:43,5/29/20 6:43
24959a,24,Local-gov,387108,Some-college,<=50K,5/19/20 6:47,5/21/20 6:47
24960a,43,Private,105936,HS-grad,>50K,5/19/20 7:33,5/24/20 7:33
24961a,20,Private,107242,HS-grad,<=50K,5/19/20 7:34,5/31/20 7:34
24962a,55,Private,125000,Masters,>50K,5/19/20 7:50,5/24/20 7:50
24963a,22,Private,229456,Some-college,<=50K,5/19/20 7:53,5/26/20 7:53
24964a,20,Private,230113,Some-college,<=50K,5/19/20 8:00,5/23/20 8:00
24965a,44,Private,106698,HS-grad,<=50K,5/19/20 8:00,5/25/20 8:00
24966a,38,Private,133454,Assoc-acdm,<=50K,5/19/20 8:02,5/22/20 8:02
24967a,53,Private,295520,,<=50K,5/19/20 8:37,5/24/20 8:37
24968a,26,Private,151551,Some-college,<=50K,5/19/20 8:39,5/22/20 8:39
24969a,58,Private,100313,Some-college,>50K,5/19/20 8:42,5/24/20 8:42
24970a,23,Private,320294,HS-grad,<=50K,5/19/20 8:56,5/28/20 8:56
24971a,53,Private,162381,1st-4th,<=50K,5/19/20 8:58,5/21/20 8:58
24972a,35,Private,183898,HS-grad,<=50K,5/19/20 9:16,5/31/20 9:16
24973a,41,Self-emp-inc,32016,HS-grad,<=50K,5/19/20 9:19,5/29/20 9:19
24974a,31,Private,117028,HS-grad,<=50K,5/19/20 9:20,5/24/20 9:20
24975a,50,Private,280278,HS-grad,<=50K,5/19/20 9:22,5/31/20 9:22
24976a,57,Private,342906,,>50K,5/19/20 9:25,5/23/20 9:25
24977a,25,Private,181598,11th,<=50K,5/19/20 9:29,5/23/20 9:29
24978a,23,Private,224059,HS-grad,<=50K,5/19/20 9:47,5/31/20 9:47
24979a,48,Private,148549,Bachelors,<=50K,5/19/20 9:54,5/24/20 9:54
24980a,34,Private,97355,Some-college,<=50K,5/19/20 10:05,5/25/20 10:05
24981a,37,Private,154571,Some-college,<=50K,5/19/20 10:06,5/21/20 10:06
24982a,43,Self-emp-inc,140988,Bachelors,<=50K,5/19/20 10:42,5/22/20 10:42
24983a,20,Private,148409,Some-college,<=50K,5/19/20 14:20,5/22/20 14:20
24984a,40,Local-gov,150755,Bachelors,>50K,5/19/20 14:36,5/31/20 14:36
24985a,27,Private,87006,Some-college,<=50K,5/19/20 14:51,5/21/20 14:51
24986a,35,Private,112158,10th,<=50K,5/19/20 16:17,5/24/20 16:17
24987a,33,Private,121488,Bachelors,<=50K,5/19/20 18:03,5/26/20 18:03
24988a,57,State-gov,283635,Some-college,<=50K,5/19/20 18:03,5/30/20 18:03
24989a,43,Private,69758,Assoc-acdm,<=50K,5/19/20 18:18,5/24/20 18:18
24990a,40,Private,199900,Assoc-acdm,>50K,5/19/20 18:36,5/31/20 18:36
24991a,54,Private,88019,Some-college,<=50K,5/19/20 18:46,5/25/20 18:46
24992a,28,Private,31935,Some-college,<=50K,5/19/20 19:30,5/30/20 19:30
24993a,32,Private,323055,HS-grad,<=50K,5/19/20 19:43,5/29/20 19:43
24994a,49,Private,189498,HS-grad,>50K,5/19/20 19:53,5/28/20 19:53
24995a,52,Private,89041,HS-grad,<=50K,5/19/20 20:29,5/31/20 20:29
24996a,41,Private,112507,10th,<=50K,5/19/20 20:38,5/23/20 20:38
24997a,19,Private,236940,HS-grad,<=50K,5/19/20 20:51,5/24/20 20:51
24998a,33,Private,278514,HS-grad,<=50K,5/19/20 22:11,5/30/20 22:11
24999a,21,?,433330,Some-college,<=50K,5/19/20 23:00,5/24/20 23:00
25000a,25,Private,258379,Bachelors,<=50K,5/20/20 0:51,6/1/20 0:51
25001a,44,Private,162028,11th,<=50K,5/20/20 2:35,5/25/20 2:35
25002a,20,Private,197997,Some-college,<=50K,5/20/20 2:39,5/28/20 2:39
25003a,46,Private,98350,10th,<=50K,5/20/20 3:04,6/1/20 3:04
25004a,39,Private,165848,HS-grad,<=50K,5/20/20 3:09,5/29/20 3:09
25005a,34,Private,178615,HS-grad,<=50K,5/20/20 3:40,5/23/20 3:40
25006a,19,Private,228939,HS-grad,<=50K,5/20/20 4:06,5/25/20 4:06
25007a,27,Private,210498,HS-grad,>50K,5/20/20 5:00,5/31/20 5:00
25008a,53,Private,154891,,<=50K,5/20/20 5:03,5/24/20 5:03
25009a,46,Private,165937,Assoc-voc,<=50K,5/20/20 5:27,5/25/20 5:27
25010a,23,?,138768,Bachelors,<=50K,5/20/20 5:33,5/22/20 5:33
25011a,39,Private,160120,Some-college,<=50K,5/20/20 5:50,5/23/20 5:50
25012a,30,Private,382368,HS-grad,<=50K,5/20/20 6:18,5/23/20 6:18
25013a,53,Private,123011,Masters,>50K,5/20/20 6:43,6/1/20 6:43
25014a,33,Private,119033,,<=50K,5/20/20 6:45,5/25/20 6:45
25015a,22,Private,496856,Some-college,<=50K,5/20/20 6:45,5/29/20 6:45
25016a,44,Private,194049,Some-college,<=50K,5/20/20 6:54,5/31/20 6:54
25017a,30,Private,299223,Some-college,<=50K,5/20/20 7:00,5/24/20 7:00
25018a,66,Private,174788,Some-college,<=50K,5/20/20 7:38,5/28/20 7:38
25019a,39,Private,176101,Bachelors,<=50K,5/20/20 7:39,5/22/20 7:39
25020a,37,Private,38948,HS-grad,>50K,5/20/20 7:44,5/31/20 7:44
25021a,34,Private,271933,HS-grad,<=50K,5/20/20 7:49,5/25/20 7:49
25022a,17,Private,122041,11th,<=50K,5/20/20 7:57,5/26/20 7:57
25023a,43,Private,115932,Bachelors,>50K,5/20/20 8:00,5/29/20 8:00
25024a,46,Private,265105,Bachelors,>50K,5/20/20 8:06,5/24/20 8:06
25025a,17,Private,100828,11th,<=50K,5/20/20 8:06,5/29/20 8:06
25026a,60,Private,121319,7th-8th,<=50K,5/20/20 8:15,5/25/20 8:15
25027a,63,Private,308028,Masters,<=50K,5/20/20 8:35,5/23/20 8:35
25028a,42,Private,213214,Assoc-acdm,<=50K,5/20/20 8:52,5/27/20 8:52
25029a,30,Private,348618,,<=50K,5/20/20 9:48,5/24/20 9:48
25030a,33,Private,275632,HS-grad,<=50K,5/20/20 10:07,5/31/20 10:07
25031a,43,Private,239161,Some-college,<=50K,5/20/20 10:22,5/30/20 10:22
25032a,20,Private,215495,,<=50K,5/20/20 10:36,5/30/20 10:36
25033a,30,Private,214063,Some-college,<=50K,5/20/20 10:45,5/29/20 10:45
25034a,37,Private,122493,HS-grad,<=50K,5/20/20 10:50,5/22/20 10:50
25035a,33,?,211699,Some-college,<=50K,5/20/20 11:35,5/22/20 11:35
25036a,49,Self-emp-not-inc,175622,Bachelors,>50K,5/20/20 11:46,5/25/20 11:46
25037a,65,Private,153522,HS-grad,<=50K,5/20/20 11:46,5/25/20 11:46
25038a,35,Private,258339,Prof-school,>50K,5/20/20 11:51,5/26/20 11:51
25039a,27,Private,119793,Bachelors,<=50K,5/20/20 12:18,5/29/20 12:18
25040a,33,Private,133503,HS-grad,>50K,5/20/20 12:44,5/23/20 12:44
25041a,18,Private,162840,12th,<=50K,5/20/20 13:05,6/1/20 13:05
25042a,41,Local-gov,67671,Masters,<=50K,5/20/20 13:27,5/23/20 13:27
25043a,38,Private,188888,Bachelors,<=50K,5/20/20 13:33,5/30/20 13:33
25044a,45,Private,140644,HS-grad,<=50K,5/20/20 13:50,5/22/20 13:50
25045a,18,?,126154,Some-college,<=50K,5/20/20 14:34,5/24/20 14:34
25046a,33,Private,245659,Some-college,<=50K,5/20/20 15:30,5/29/20 15:30
25047a,28,Private,129624,HS-grad,<=50K,5/20/20 15:52,5/28/20 15:52
25048a,47,Private,104068,HS-grad,<=50K,5/20/20 16:20,5/31/20 16:20
25049a,30,Private,337908,Assoc-acdm,<=50K,5/20/20 16:29,5/22/20 16:29
25050a,36,Private,161141,Assoc-acdm,<=50K,5/20/20 16:36,5/23/20 16:36
25051a,21,Private,162228,HS-grad,<=50K,5/20/20 17:02,5/28/20 17:02
25052a,44,Private,116391,Bachelors,<=50K,5/20/20 17:49,5/30/20 17:49
25053a,33,Private,314310,HS-grad,<=50K,5/20/20 18:40,5/26/20 18:40
25054a,61,?,394534,HS-grad,<=50K,5/20/20 18:46,5/29/20 18:46
25055a,29,Private,308136,Some-college,<=50K,5/20/20 20:11,5/28/20 20:11
25056a,45,Private,194698,Some-college,>50K,5/20/20 20:12,5/31/20 20:12
25057a,18,?,67793,HS-grad,<=50K,5/20/20 20:27,6/1/20 20:27
25058a,29,Local-gov,302422,Assoc-voc,>50K,5/20/20 20:29,5/29/20 20:29
25059a,27,Private,289147,Bachelors,<=50K,5/20/20 20:42,5/23/20 20:42
25060a,21,Private,229826,Some-college,<=50K,5/20/20 20:51,5/31/20 20:51
25061a,22,?,154235,Some-college,<=50K,5/20/20 21:10,5/22/20 21:10
25062a,49,Self-emp-inc,246739,Some-college,>50K,5/20/20 21:33,5/30/20 21:33
25063a,35,Private,188041,Some-college,<=50K,5/20/20 21:47,5/25/20 21:47
25064a,47,Private,187440,HS-grad,>50K,5/20/20 21:47,5/28/20 21:47
25065a,37,Local-gov,105266,Some-college,<=50K,5/20/20 22:03,5/30/20 22:03
25066a,37,Private,249208,Assoc-voc,>50K,5/20/20 22:15,5/26/20 22:15
25067a,26,Private,203492,HS-grad,<=50K,5/20/20 22:25,5/22/20 22:25
25068a,18,?,71076,HS-grad,<=50K,5/20/20 22:38,5/24/20 22:38
25069a,55,Federal-gov,146477,Some-college,<=50K,5/20/20 22:56,5/25/20 22:56
25070a,47,Private,201699,Assoc-acdm,>50K,5/20/20 23:01,5/25/20 23:01
25071a,59,Private,205949,HS-grad,<=50K,5/20/20 23:02,5/25/20 23:02
25072a,70,Private,90245,HS-grad,<=50K,5/20/20 23:13,5/22/20 23:13
25073a,53,Federal-gov,177647,HS-grad,>50K,5/20/20 23:43,6/1/20 23:43
25074a,39,Private,126494,HS-grad,<=50K,5/20/20 23:50,6/1/20 23:50
25075a,38,Private,257735,,<=50K,5/21/20 0:52,5/27/20 0:52
25076a,33,Private,1161363,Some-college,<=50K,5/21/20 0:58,5/23/20 0:58
25077a,19,?,257343,Some-college,<=50K,5/21/20 1:03,6/2/20 1:03
25078a,28,Private,221452,HS-grad,<=50K,5/21/20 1:38,5/28/20 1:38
25079a,74,Private,260669,10th,<=50K,5/21/20 2:41,5/25/20 2:41
25080a,40,Private,192344,Bachelors,>50K,5/21/20 3:09,6/2/20 3:09
25081a,35,Private,80479,Assoc-voc,<=50K,5/21/20 3:25,5/25/20 3:25
25082a,35,Self-emp-not-inc,108808,HS-grad,<=50K,5/21/20 3:30,5/28/20 3:30
25083a,41,Private,175674,Some-college,>50K,5/21/20 3:39,5/31/20 3:39
25084a,38,Private,272950,Some-college,<=50K,5/21/20 3:40,5/27/20 3:40
25085a,29,Self-emp-not-inc,160786,10th,>50K,5/21/20 4:08,6/1/20 4:08
25086a,46,Self-emp-not-inc,122206,HS-grad,<=50K,5/21/20 4:11,5/24/20 4:11
25087a,46,Private,121168,HS-grad,<=50K,5/21/20 4:12,5/28/20 4:12
25088a,40,Private,209547,Bachelors,>50K,5/21/20 4:41,5/29/20 4:41
25089a,29,Federal-gov,244473,Bachelors,>50K,5/21/20 4:48,5/25/20 4:48
25090a,39,Private,176296,Assoc-acdm,<=50K,5/21/20 5:08,5/30/20 5:08
25091a,31,Private,91666,HS-grad,<=50K,5/21/20 5:09,6/2/20 5:09
25092a,50,Local-gov,191025,Masters,<=50K,5/21/20 5:35,5/27/20 5:35
25093a,31,State-gov,63704,Bachelors,<=50K,5/21/20 5:45,5/27/20 5:45
25094a,27,Private,31659,Some-college,<=50K,5/21/20 6:01,5/31/20 6:01
