"Feature Name","Feature Description",Industry,Usecase,Source
"Mobility of a Device","No. of different geographical areas captured in the last two years",telecommunication,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Device's Category Engagement","Signal Distribution across Android or iOS categories (in %)",telecommunication,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Demographic Affinity","Device's affinity toward gender specific apps
(or different age group specific apps) ",telecommunication,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Number days the consumer observed in the brand outlet","Number days the consumer observed in the brand outlet",retail,"brand affinity and propensity",https://ieeexplore.ieee.org/document/8622225
"Total Active days of the consumer","the total number of days in the lookback horizon that a consumer has been observed visiting any brand",retail,"brand affinity and propensity",https://ieeexplore.ieee.org/document/8622225
"Interim Brand Affinity (Q)","Number days the consumer observed in the brand outlet/Total Active days of the consumer",retail,"brand affinity and propensity",https://ieeexplore.ieee.org/document/8622225
"Total number of
consumers seen in all
of brand outlets ","Total number of
consumers seen in all
of brand outlets ",retail,"brand affinity and propensity",https://ieeexplore.ieee.org/document/8622225
"Total Number of Consumers Observed","total number of consumers observed at the geographic location",retail,"brand affinity and propensity",https://ieeexplore.ieee.org/document/8622225
"Consumer Share","Consumer Share",retail,"brand affinity and propensity",https://ieeexplore.ieee.org/document/8622225
"Discounting Factor","total consumers observed at brand / total consumers observed at the geographic location",retail,"brand affinity and propensity",https://ieeexplore.ieee.org/document/8622225
gender,"Gender of the client",transportation,"high value customer acquisition",https://ieeexplore.ieee.org/document/9006106
age,"age of customer",transportation,"high value customer acquisition",https://ieeexplore.ieee.org/document/9006106
"radius of gyration","radius of the smallest circle that contains all the places a user have been to on a given day",transportation,"high value customer acquisition",https://ieeexplore.ieee.org/document/9006106
"App Usage","No. of distinct apps captured by signals from a device",transportation,"high value customer acquisition",https://ieeexplore.ieee.org/document/9006106
"No. of Active Days","No. of days with at least one signal from
the device",transportation,"high value customer acquisition",https://ieeexplore.ieee.org/document/9006106
"Day Engagement Pattern","No. of Active Days/Device Age",transportation,"high value customer acquisition",https://ieeexplore.ieee.org/document/9006106
"Internet Connectivity","WIFI or Cellular Data Usage for the device",transportation,"high value customer acquisition",https://ieeexplore.ieee.org/document/9006106
"Mobility of a Device","No. of different geographical areas captured in the last two years",transportation,"high value customer acquisition",https://ieeexplore.ieee.org/document/9006106
"Device's Category Engagement","Signal Distribution across Android or iOS categories (in %)",transportation,"high value customer acquisition",https://ieeexplore.ieee.org/document/9006106
"Affluency Index","High, Medium or Low",transportation,"high value customer acquisition",https://ieeexplore.ieee.org/document/9006106
"POI Engagement Score","Number of days found within 50m of POI location/Total active days",transportation,"high value customer acquisition",https://ieeexplore.ieee.org/document/9006106
"POI Location Count","No. of distinct locations captured in each POI",transportation,"high value customer acquisition",https://ieeexplore.ieee.org/document/9006106
"Food App Engagement","Engagement Score/No. of Distinct Food related Apps used",transportation,"high value customer acquisition",https://ieeexplore.ieee.org/document/9006106
"Average Device
Engagement","Signal Count/ No. of Active Days",transportation,"high value customer acquisition",https://ieeexplore.ieee.org/document/9006106
"Segment Name","Families with Kids, Singles, Dieters, Sports Enthusiasts, High data Users, TV Watchers, Social & Casual Gamers, Travel apps etc. Binary Value: 0 or 1",transportation,"high value customer acquisition",https://ieeexplore.ieee.org/document/9006106
gender,"Gender of the client","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
age,"age of customer","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
income,"annual income of customer","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
household_size,"family size","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
"Social Network","Features averaged over household/social circle level","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
"Work Network_","Features averaged at workplace_","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
"Phone Price_","People with expensive phones are less likely to default_","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
Platform_,"IOS phones are in general more expensive than Android phones_","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
"Phone Model Age_","Rich people are less likely to have old model_","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
"Phone Manufacturer_","Apple/Samsung phones are more expensive than other brands_","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
"Cellular Data Usage_","Cellular data is more expensive than WIFI data_","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
"Cellular Carrier_","Certain carrier services are more expensive than others_","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
"Paid Apps_","No. of paid or subscription-based apps used by the device user_","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
"App Category Engagement for Credit Scoring Mobile","High Engagement towards Business, Finance, Shopping, Travel, Food and Drink, Social and Games","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
"Premium POIs Count_","No. of high value brands/location visited by the device user_","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
"Premium POIs Score","Engagement Score towards premium brands or location","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
"Daily Distance Travelled_","Regular commute indicates stable profession_","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
"CEL-CDL Distance_","Common Evening Location (proxy to home location)_, Common Day Location (proxy to work location)_, Regular commute distance indicates stable profession_","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
"CEL/CDL derived attributes","Whether Home/Work Location is in Urban, Suburban or rural, Average property price in the area","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
"Specific POI Engagement Score","For Restaurant, Bank, Pawnshop, Prison visitors","banking financial service and insurance","credit scoring using mobile engagement data",https://www.mobilewalla.com/financial-services
"Internet Connectivity","WIFI or Cellular Data Usage for the device",transportation,"user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
"POI Location Count","No. of distinct locations captured in each POI",transportation,"user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
"Daily Distance Travelled_","Regular commute indicates stable profession_",transportation,"user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
"CEL-CDL Distance_","Common Evening Location (proxy to home location)_, Common Day Location (proxy to work location)_, Regular commute distance indicates stable profession_",transportation,"user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
"CEL/CDL derived attributes","Whether Home/Work Location is in Urban, Suburban or rural, Average property price in the area",transportation,"user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
"Specific POI Engagement Score","For Restaurant, Bank, Pawnshop, Prison visitors",transportation,"user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
most_seen_location,"Geohash for the latitude-longitude having maximum signals. We observed all locations for a device & filter location which have been seen for N days or more for a country. These locations are then computed for getting most viewed location",transportation,"user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
most_seen_city,"City for location where highest count of mobile signals distribution is recorded for the day. We observed all locations for a device & filter location which have been seen for N days or more for a country. These locations are then computed for getting most viewed locations",transportation,"user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
most_seen_state,"State for location where highest count of mobile signals distribution is recorded for the day. We observed all locations for a device & filter location which have been seen for N days or more for a country. These locations are then computed for getting most viewed locations",transportation,"user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
most_seen_zipcode,"Zip code for location where
highest count of mobile signals
distribution is recorded for the
day",transportation,"user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
home_zipcode,"Zip code for location where highest count of mobile signals distribution is recorded for the home part of the day",transportation,"user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
work_zipcode,"Zip code for location where highest count of mobile signals distribution is recorded for the work part of the day",transportation,"user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
"Internet Connectivity","WIFI or Cellular Data Usage for the device","supply chain","user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
"POI Location Count","No. of distinct locations captured in each POI","supply chain","user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
"Daily Distance Travelled_","Regular commute indicates stable profession_","supply chain","user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
"CEL-CDL Distance_","Common Evening Location (proxy to home location)_, Common Day Location (proxy to work location)_, Regular commute distance indicates stable profession_","supply chain","user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
"CEL/CDL derived attributes","Whether Home/Work Location is in Urban, Suburban or rural, Average property price in the area","supply chain","user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
"Specific POI Engagement Score","For Restaurant, Bank, Pawnshop, Prison visitors","supply chain","user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
most_seen_location,"Geohash for the latitude-longitude having maximum signals. We observed all locations for a device & filter location which have been seen for N days or more for a country. These locations are then computed for getting most viewed location","supply chain","user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
most_seen_city,"City for location where highest count of mobile signals distribution is recorded for the day. We observed all locations for a device & filter location which have been seen for N days or more for a country. These locations are then computed for getting most viewed locations","supply chain","user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
most_seen_state,"State for location where highest count of mobile signals distribution is recorded for the day. We observed all locations for a device & filter location which have been seen for N days or more for a country. These locations are then computed for getting most viewed locations","supply chain","user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
most_seen_zipcode,"Zip code for location where
highest count of mobile signals
distribution is recorded for the
day","supply chain","user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
home_zipcode,"Zip code for location where highest count of mobile signals distribution is recorded for the home part of the day","supply chain","user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
work_zipcode,"Zip code for location where highest count of mobile signals distribution is recorded for the work part of the day","supply chain","user mobility",https://www.mobilewalla.com/travel-tourism-and-hospitality
