"Feature Name","Feature Description",Industry,Usecase
"CO2 Emission","CO2 Emission",transportation,"idling emission estimation"
"NOx Emission","NOx Emission",transportation,"idling emission estimation"
"HC Emission","HC Emission",transportation,"idling emission estimation"
Make,"Car Model",transportation,"used car price prediction"
"Cylinder Volume","Cylinder Volume",transportation,"used car price prediction"
Year,"Year Manufactured",transportation,"used car price prediction"
Mileage,Mileage,transportation,"used car price prediction"
Price,"Sticker Price",transportation,"used car price prediction"
SV_CNT,"Amount of service visits per car ",transportation,"customer dissatisfaction prediction"
CHARACS,"General characteristics of the car",transportation,"customer dissatisfaction prediction"
LENGTH,"Length of stay in workshop per service ",transportation,"customer dissatisfaction prediction"
SOURCE,"Identifier of data sources",transportation,"customer dissatisfaction prediction"
RR,"Identification of repeat repairs",transportation,"customer dissatisfaction prediction"
WGS,"Description of warranty level of repair",transportation,"customer dissatisfaction prediction"
DIAG,"Repair details from diagnostic data ",transportation,"customer dissatisfaction prediction"
WTY,"Repair details from warranty data",transportation,"customer dissatisfaction prediction"
DIFF,"Time gap to previous service visit ",transportation,"customer dissatisfaction prediction"
"Vehicle Name","Vehicle Name",transportation,"vehicle propulsion energy storage devices selection"
Weight,"Vehicle Weight",transportation,"vehicle propulsion energy storage devices selection"
Range,"Vehicle Range",transportation,"vehicle propulsion energy storage devices selection"
"Acceleration Time","Acceleration Time (0-60)",transportation,"vehicle propulsion energy storage devices selection"
"Top Speed","Top Speed",transportation,"vehicle propulsion energy storage devices selection"
"Energy Consumption","Energy Consumption",transportation,"vehicle propulsion energy storage devices selection"
"Peak Power","Peak Power",transportation,"vehicle propulsion energy storage devices selection"
"Battery Size","Battery Size",transportation,"vehicle propulsion energy storage devices selection"
Location,Location,transportation,"traffic forecasting"
Direction,Direction,transportation,"traffic forecasting"
Speed,Speed,transportation,"traffic forecasting"
"Start-End Junction","Start-End Junction",transportation,"traffic forecasting"
"Variance of speed ","Variance of speed differences ",transportation,"driving distraction detection"
"Variance of lateral  ","Variance of lateral displacement ",transportation,"driving distraction detection"
"Max speed difference ","Maximum speed difference ",transportation,"driving distraction detection"
"Max lateral displacement ","Maximum lateral displacement ",transportation,"driving distraction detection"
"Max speed drop ","Maximum speed drop ",transportation,"driving distraction detection"
"Max steering ","Maximum steering ",transportation,"driving distraction detection"
"Max steering velocity ","Maximum steering velocity ",transportation,"driving distraction detection"
"Sum of brake ","Sum of brake ",transportation,"driving distraction detection"
"Sum of speed oscillation ","Sum of speed oscillation ",transportation,"driving distraction detection"
"Waveform Parameter","Waveform Parameter",transportation,"engine error detection"
"Energy Parameter","Energy Parameter",transportation,"engine error detection"
"Margin Parameter","Margin Parameter",transportation,"engine error detection"
"Peak Parameters","Peak Parameters",transportation,"engine error detection"
"Kurtosis Parameter","Kurtosis Parameter",transportation,"engine error detection"
"Pulse Parameters","Pulse Parameters",transportation,"engine error detection"
"Speed ","Vehicle Speed ",transportation,"electric vehicles energy consumption"
"Acceleration ","Acceleration ",transportation,"electric vehicles energy consumption"
"Aerodynamic work","Aerodynamic work against car",transportation,"electric vehicles energy consumption"
"Positive/Negative kinetic energy","Positive/Negative kinetic energy",transportation,"electric vehicles energy consumption"
"Oscillation in speed profile","Oscillation in speed profile",transportation,"electric vehicles energy consumption"
"Aggressiveness features","Aggressiveness features",transportation,"electric vehicles energy consumption"
Jerk,"Amount of Jerk",transportation,"electric vehicles energy consumption"
Slope,"Slope of Road",transportation,"electric vehicles energy consumption"
Elevation,"Elevation of Road",transportation,"electric vehicles energy consumption"
Curvature,"Curvature of Road",transportation,"electric vehicles energy consumption"
Curviness,"Curviness of Road",transportation,"electric vehicles energy consumption"
"Jam time ","Time in traffic jam",transportation,"electric vehicles energy consumption"
"Free flow","Time in free flow",transportation,"electric vehicles energy consumption"
"Speed Limit","Speed Limit",transportation,"electric vehicles energy consumption"
"Stop time ","TIme stopped",transportation,"electric vehicles energy consumption"
Temperature,Temperature,transportation,"electric vehicles energy consumption"
Daylight,"Amount of Daylight",transportation,"electric vehicles energy consumption"
"Sun Altitude","Sun Altitude",transportation,"electric vehicles energy consumption"
"Sun Radiation","Sun Radiation",transportation,"electric vehicles energy consumption"
"Sun Intensity","Sun Intensity",transportation,"electric vehicles energy consumption"
"Air conditioner usage","Air conditioner usage",transportation,"electric vehicles energy consumption"
"Power of auxiliaries ","Power of auxiliaries ",transportation,"electric vehicles energy consumption"
