ifa,age,age2,empty,workclass,fnlwgt,logfnl,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,label
29137a,1,1,,Federal-gov,1,,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,1,United-States,<=50K,0
29163a,1,1,,Private,1,,10th,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,<=50K,0
29338a,1,1,,Federal-gov,1,,Some-college,1,Never-married,Tech-support,Own-child,Black,Female,0,0,1,United-States,<=50K,0
29653a,1,1,,Private,1,,HS-grad,1,Separated,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
30129a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K,0
30136a,1,1,,Private,1,,Some-college,1,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0,0,1,Vietnam,<=50K,0
30627a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,7688,0,1,United-States,>50K,0
31657a,1,1,,Private,1,,Some-college,1,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
32217a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Other-service,Husband,White,Male,0,1902,1,United-States,>50K,0
32532a,1,1,,?,1,,Bachelors,1,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,0,0,1,United-States,<=50K,0
65a,1,1,,Private,1,5.023655693,Some-college,1,Divorced,Tech-support,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
69a,1,1,,Self-emp-inc,1,5.282579066,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K,0
872a,1,1,,Private,1,5.083907343,Some-college,1,Never-married,Transport-moving,Own-child,White,Male,0,0,1,United-States,<=50K,0
1022a,1,1,,Local-gov,1,5.090169844,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,United-States,>50K,0
1645a,1,1,,Self-emp-not-inc,1,4.723357144,Prof-school,1,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,1,United-States,<=50K,0
1739a,1,1,,Private,1,5.261631565,Bachelors,1,Divorced,Other-service,Not-in-family,White,Male,0,0,1,?,>50K,0
1959a,1,1,,Private,1,5.331028251,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
2440a,1,1,,Self-emp-inc,1,5.048231986,Some-college,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
2497a,1,1,,?,1,5.552323807,Some-college,1,Never-married,?,Own-child,White,Male,0,0,1,United-States,<=50K,0
2989a,1,1,,Private,1,5.052131958,Some-college,1,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,<=50K,0
3162a,1,1,,Private,1,5.44047772,HS-grad,1,Never-married,Craft-repair,Own-child,Black,Male,0,0,1,United-States,<=50K,0
3215a,1,1,,Private,1,5.280179857,Some-college,1,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K,0
3233a,1,1,,Self-emp-not-inc,1,5.374255133,1st-4th,1,Separated,Exec-managerial,Not-in-family,White,Male,0,0,1,?,<=50K,0
3401a,1,1,,Self-emp-not-inc,1,5.24137213,Some-college,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
3483a,1,1,,Private,1,4.598407459,HS-grad,1,Divorced,Sales,Unmarried,White,Female,0,0,1,United-States,<=50K,0
3565a,1,1,,Self-emp-not-inc,1,5.173675667,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K,0
4171a,1,1,,Self-emp-not-inc,1,5.02014574,10th,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K,0
4690a,1,1,,Private,1,5.184521086,Some-college,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
4934a,1,1,,State-gov,1,5.048608808,Assoc-acdm,1,Separated,Other-service,Unmarried,Black,Female,0,0,1,United-States,<=50K,0
4968a,1,1,,Self-emp-not-inc,1,5.604654734,Masters,1,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,1,United-States,>50K,0
5894a,1,1,,Private,1,5.324340083,Some-college,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
5931a,1,1,,Private,1,4.411670202,Some-college,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K,0
6214a,1,1,,Self-emp-not-inc,1,5.451973618,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1902,1,United-States,>50K,0
6526a,1,1,,Private,1,5.103218568,Some-college,1,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
7640a,1,1,,Private,1,4.963447812,Some-college,1,Never-married,Other-service,Other-relative,White,Male,0,0,1,United-States,<=50K,0
7773a,1,1,,Private,1,5.271820704,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,1,United-States,<=50K,0
8501a,1,1,,Private,1,5.556776347,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,1,United-States,>50K,0
8682a,1,1,,Private,1,5.314130669,Some-college,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
9092a,1,1,,Private,1,5.366744123,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K,0
9759a,1,1,,Private,1,4.55583176,Assoc-acdm,1,Divorced,Sales,Not-in-family,White,Male,0,0,1,Germany,<=50K,0
10215a,1,1,,Self-emp-not-inc,1,5.154037288,Some-college,1,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
10363a,1,1,,Private,1,5.469889731,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K,0
10538a,1,1,,Private,1,5.296120885,Some-college,1,Never-married,Craft-repair,Unmarried,White,Male,0,0,1,United-States,<=50K,0
11087a,1,1,,Private,1,5.530614578,Bachelors,1,Never-married,Tech-support,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
11121a,1,1,,Federal-gov,1,5.268615409,HS-grad,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,1980,1,United-States,<=50K,0
11172a,1,1,,Private,1,4.740244229,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,1,United-States,>50K,0
11189a,1,1,,Private,1,5.132397386,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0,0,1,China,<=50K,0
11524a,1,1,,Private,1,4.905418069,11th,1,Never-married,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
12840a,1,1,,Private,1,,Assoc-voc,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K,0
13513a,1,1,,Local-gov,1,,HS-grad,1,Widowed,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
13854a,1,1,,Private,1,,Some-college,1,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
13954a,1,1,,Private,1,,12th,1,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
14189a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
14435a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,<=50K,0
14488a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K,0
14551a,1,1,,Self-emp-not-inc,1,,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K,0
15538a,1,1,,Self-emp-inc,1,,Some-college,1,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
15789a,1,1,,Private,1,,7th-8th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,1797,0,1,United-States,<=50K,0
16391a,1,1,,Local-gov,1,,Assoc-acdm,1,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,>50K,0
16665a,1,1,,Local-gov,1,,Some-college,1,Never-married,Transport-moving,Own-child,White,Male,0,0,1,United-States,<=50K,0
17679a,1,1,,Local-gov,1,,Masters,1,Divorced,Prof-specialty,Not-in-family,White,Female,0,1876,1,United-States,<=50K,0
17882a,1,1,,Private,1,,HS-grad,1,Widowed,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
18253a,1,1,,Private,1,,Assoc-acdm,1,Married-civ-spouse,Sales,Wife,Other,Male,7688,0,1,United-States,>50K,0
18384a,1,1,,Private,1,,10th,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,<=50K,0
18687a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,2885,0,1,Japan,<=50K,0
18944a,1,1,,State-gov,1,,Masters,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,>50K,0
18975a,1,1,,Private,1,,Some-college,1,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K,0
19431a,1,1,,Private,1,,HS-grad,1,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
19996a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,>50K,0
20630a,1,1,,Local-gov,1,,Bachelors,1,Never-married,Prof-specialty,Own-child,White,Male,4787,0,1,United-States,>50K,0
20956a,1,1,,Private,1,,11th,1,Separated,Machine-op-inspct,Not-in-family,Black,Female,0,0,1,United-States,<=50K,0
21459a,1,1,,Self-emp-inc,1,,HS-grad,1,Divorced,Sales,Unmarried,White,Male,0,0,1,United-States,<=50K,0
21927a,1,1,,Private,1,,HS-grad,1,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
22315a,1,1,,Local-gov,1,,HS-grad,1,Never-married,Farming-fishing,Own-child,White,Female,0,1719,1,United-States,<=50K,0
22487a,1,1,,Private,1,,10th,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,>50K,0
23380a,1,1,,Private,1,,HS-grad,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
23928a,1,1,,Private,1,,5th-6th,1,Never-married,Farming-fishing,Unmarried,White,Female,0,0,1,United-States,<=50K,0
24098a,1,1,,Private,1,,HS-grad,1,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
24903a,1,1,,?,1,,HS-grad,1,Married-civ-spouse,?,Husband,White,Male,0,1902,1,United-States,>50K,0
24948a,1,1,,Private,1,,Some-college,1,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
26324a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K,0
26528a,1,1,,Private,1,,Assoc-voc,1,Divorced,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
26953a,1,1,,Self-emp-not-inc,1,,7th-8th,1,Married-civ-spouse,Sales,Husband,White,Female,0,0,1,United-States,<=50K,0
27444a,1,1,,Private,1,,Some-college,1,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K,0
27477a,1,1,,Private,1,,HS-grad,1,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,1,United-States,<=50K,0
28380a,1,1,,Private,1,,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,1,United-States,>50K,0
28885a,1,1,,Private,1,,Some-college,1,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,1,Philippines,<=50K,0
28985a,1,1,,Private,1,,Some-college,1,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,United-States,<=50K,0
29412a,1,1,,Private,1,,Bachelors,1,Never-married,Sales,Not-in-family,White,Male,10520,0,1,United-States,>50K,0
30494a,1,1,,Private,1,,Some-college,1,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,1,United-States,<=50K,0
30593a,1,1,,Local-gov,1,,HS-grad,1,Divorced,Protective-serv,Unmarried,White,Male,0,0,1,United-States,<=50K,0
30698a,1,1,,Private,1,,HS-grad,1,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
30970a,1,1,,Private,1,,Assoc-voc,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,Canada,>50K,0
31732a,1,1,,?,1,,11th,1,Married-civ-spouse,?,Husband,White,Female,0,0,1,United-States,<=50K,0
32041a,1,1,,Self-emp-inc,1,,Bachelors,1,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,1,United-States,<=50K,0
32405a,1,1,,Private,1,,HS-grad,1,Divorced,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
56a,1,1,,Private,1,5.376564184,Some-college,1,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,1,United-States,>50K,0
558a,1,1,,Private,1,5.509295287,HS-grad,1,Separated,Adm-clerical,Unmarried,White,Female,0,0,1,?,<=50K,0
673a,1,1,,Self-emp-not-inc,1,5.566673138,11th,1,Never-married,Farming-fishing,Own-child,White,Female,0,0,1,United-States,<=50K,0
1104a,1,1,,Private,1,5.074154258,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,1,United-States,<=50K,0
1245a,1,1,,Local-gov,1,5.219581907,Some-college,1,Never-married,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
1726a,1,1,,Private,1,5.482188744,Some-college,1,Divorced,Craft-repair,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
2227a,1,1,,Private,1,5.432290877,HS-grad,1,Separated,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,<=50K,0
2757a,1,1,,Local-gov,1,5.168285293,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,1977,1,United-States,>50K,0
3078a,1,1,,Private,1,5.425933444,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K,0
3329a,1,1,,Private,1,5.394222215,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,United-States,>50K,0
3573a,1,1,,?,1,4.572081257,HS-grad,1,Never-married,?,Own-child,White,Male,1055,0,1,United-States,<=50K,0
3775a,1,1,,Self-emp-inc,1,5.559492472,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,1,United-States,>50K,0
4127a,1,1,,Self-emp-not-inc,1,5.346708872,HS-grad,1,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,1,United-States,<=50K,0
5693a,1,1,,Private,1,4.898670343,HS-grad,1,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K,0
6178a,1,1,,Private,1,5.350697591,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K,0
6750a,1,1,,Self-emp-inc,1,5.175076721,HS-grad,1,Divorced,Other-service,Not-in-family,White,Male,0,0,1,Canada,<=50K,0
7231a,1,1,,Private,1,5.132003393,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,1,Dominican-Republic,<=50K,0
7354a,1,1,,Private,1,5.583757441,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K,0
7623a,1,1,,Private,1,5.126800037,HS-grad,1,Divorced,Adm-clerical,Unmarried,White,Male,0,0,1,United-States,<=50K,0
7781a,1,1,,Private,1,5.296877899,Bachelors,1,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
8078a,1,1,,State-gov,1,5.363538651,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,<=50K,0
8332a,1,1,,Private,1,5.040875172,HS-grad,1,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,<=50K,0
8972a,1,1,,Private,1,4.951400667,Assoc-voc,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
9224a,1,1,,Private,1,5.353061798,HS-grad,1,Never-married,Tech-support,Other-relative,White,Female,0,0,1,United-States,<=50K,0
9296a,1,1,,Private,1,5.333191258,Bachelors,1,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
10464a,1,1,,Private,1,5.322754595,Some-college,1,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,1,United-States,<=50K,0
11041a,1,1,,Self-emp-not-inc,1,4.636969065,Prof-school,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,15024,0,1,United-States,>50K,0
11573a,1,1,,Private,1,5.340017543,Some-college,1,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,1,United-States,<=50K,0
11613a,1,1,,Private,1,5.600593947,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K,0
11637a,1,1,,Private,1,5.333229569,Bachelors,1,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
11684a,1,1,,Self-emp-not-inc,1,5.249093135,Some-college,1,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,1,United-States,<=50K,0
12249a,1,1,,Federal-gov,1,,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K,0
13201a,1,1,,Self-emp-not-inc,1,,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,United-States,>50K,0
13317a,1,1,,Private,1,,Assoc-acdm,1,Divorced,Prof-specialty,Unmarried,White,Male,0,0,1,United-States,<=50K,0
13370a,1,1,,Private,1,,HS-grad,1,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
13386a,1,1,,Self-emp-inc,1,,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Female,0,0,1,United-States,>50K,0
14158a,1,1,,Private,1,,HS-grad,1,Never-married,Other-service,Other-relative,White,Female,0,0,1,Mexico,<=50K,0
14905a,1,1,,Private,1,,Bachelors,1,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,1,United-States,<=50K,0
15107a,1,1,,Private,1,,7th-8th,1,Married-civ-spouse,Transport-moving,Husband,Black,Female,0,0,1,United-States,<=50K,0
15304a,1,1,,Private,1,,HS-grad,1,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K,0
15508a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K,0
16159a,1,1,,Private,1,,11th,1,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,1,United-States,<=50K,0
16418a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Wife,Black,Male,0,0,1,?,<=50K,0
16446a,1,1,,Private,1,,10th,1,Divorced,Other-service,Other-relative,White,Male,0,0,1,United-States,<=50K,0
16600a,1,1,,Private,1,,,1,Never-married,Craft-repair,Unmarried,White,Female,914,0,1,United-States,<=50K,0
17777a,1,1,,Private,1,,Some-college,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K,0
18189a,1,1,,Self-emp-inc,1,,HS-grad,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K,0
18766a,1,1,,Federal-gov,1,,HS-grad,1,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,1,United-States,<=50K,0
18918a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K,0
18955a,1,1,,State-gov,1,,Assoc-voc,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,United-States,<=50K,0
19171a,1,1,,State-gov,1,,Masters,1,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,1,United-States,<=50K,0
19397a,1,1,,Private,1,,Assoc-voc,1,Never-married,Prof-specialty,Not-in-family,White,Male,4650,0,1,United-States,<=50K,0
20166a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K,0
20456a,1,1,,Private,1,,,1,Never-married,Farming-fishing,Other-relative,White,Male,0,0,1,Mexico,<=50K,0
20457a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,1977,1,United-States,>50K,0
20628a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
21126a,1,1,,?,1,,Some-college,1,Never-married,?,Own-child,White,Male,0,0,1,United-States,<=50K,0
22061a,1,1,,?,1,,Bachelors,1,Married-civ-spouse,?,Husband,White,Female,0,0,1,United-States,<=50K,0
22121a,1,1,,Private,1,,Some-college,1,Divorced,Craft-repair,Unmarried,White,Male,0,0,1,United-States,>50K,0
22127a,1,1,,Private,1,,HS-grad,1,Separated,Craft-repair,Own-child,White,Male,0,0,1,United-States,<=50K,0
22242a,1,1,,Private,1,,Some-college,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,?,<=50K,0
22298a,1,1,,Private,1,,HS-grad,1,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
22618a,1,1,,Private,1,,5th-6th,1,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,1,Guatemala,<=50K,0
22673a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,<=50K,0
24698a,1,1,,Private,1,,HS-grad,1,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K,0
28089a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,1,Philippines,>50K,0
28272a,1,1,,?,1,,HS-grad,1,Never-married,?,Unmarried,Black,Female,0,0,1,United-States,<=50K,0
29434a,1,1,,Private,1,,Some-college,1,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K,0
29951a,1,1,,Private,1,,,1,Never-married,Farming-fishing,Unmarried,White,Male,0,0,1,United-States,<=50K,0
30009a,1,1,,Private,1,,Some-college,1,Divorced,Adm-clerical,Unmarried,White,Male,0,0,1,United-States,<=50K,0
30832a,1,1,,State-gov,1,,Prof-school,1,Married-civ-spouse,Prof-specialty,Wife,White,Male,15024,0,1,United-States,>50K,0
31032a,1,1,,Private,1,,Assoc-voc,1,Divorced,Prof-specialty,Unmarried,White,Male,0,0,1,United-States,<=50K,0
31499a,1,1,,State-gov,1,,HS-grad,1,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,<=50K,0
31735a,1,1,,Self-emp-not-inc,1,,7th-8th,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K,0
31779a,1,1,,Private,1,,Bachelors,1,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
31805a,1,1,,Federal-gov,1,,Some-college,1,Never-married,Protective-serv,Own-child,Black,Male,0,0,1,United-States,<=50K,0
31951a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,>50K,0
